Biosample	GTExTissue	nVariantsOverlappingEnhancers	nVariantsGTExTissue	nCommonVariantsOverlappingEnhancers	nCommonVariants	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	method	distance_min	distance_max	tissue.biosample	pred_name_long	hex	count	cat	pairs
PBMC_20_CD4.N1	T	0	27	131	9746610	0	0	NA	Inf	0.777910703745366	FigR	100	250	T.PBMC_20_CD4.N1	FigR (p-value)	#bc9678	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_22_CD4.M	Tfh	0	32	6136	9746610	0	0	NA	Inf	1	FigR	100	250	Tfh.PBMC_22_CD4.M	FigR (p-value)	#bc9678	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_22_CD4.M	Treg	0	109	6136	9746610	0	0	NA	Inf	1	FigR	100	250	Treg.PBMC_22_CD4.M	FigR (p-value)	#bc9678	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_22_CD4.M	T	0	27	6136	9746610	0	0	NA	Inf	1	FigR	100	250	T.PBMC_22_CD4.M	FigR (p-value)	#bc9678	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_24_CD8.CM	T_CD8_pos	0	83	371	9746610	0	0	NA	Inf	1	FigR	100	250	T_CD8_pos.PBMC_24_CD8.CM	FigR (p-value)	#bc9678	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_24_CD8.CM	T	0	27	371	9746610	0	0	NA	Inf	1	FigR	100	250	T.PBMC_24_CD8.CM	FigR (p-value)	#bc9678	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_B1_B	B	0	43	9015	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	B.BMMC22_B1_B	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_activated	Tfh	0	32	7907	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	Tfh.BMMC22_CD4_pos_T_activated	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_activated	Treg	0	109	7907	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	Treg.BMMC22_CD4_pos_T_activated	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_activated	T	0	27	7907	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	T.BMMC22_CD4_pos_T_activated	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_naive	Tfh	0	32	6554	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	Tfh.BMMC22_CD4_pos_T_naive	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_naive	Treg	0	109	6554	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	Treg.BMMC22_CD4_pos_T_naive	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_naive	T	0	27	6554	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	T.BMMC22_CD4_pos_T_naive	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T	T_CD8_pos	0	83	5424	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	T_CD8_pos.BMMC22_CD8_pos_T	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T	T	0	27	5424	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	T.BMMC22_CD8_pos_T	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T_naive	T_CD8_pos	0	83	16345	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	T_CD8_pos.BMMC22_CD8_pos_T_naive	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T_naive	T	0	27	16345	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	T.BMMC22_CD8_pos_T_naive	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_G_M_prog	monocyte	0	260	7945	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	monocyte.BMMC22_G_M_prog	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_G_M_prog	iPSC	0	62	7945	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	iPSC.BMMC22_G_M_prog	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_G_M_prog	neutrophil	0	92	7945	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	neutrophil.BMMC22_G_M_prog	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_HSC	iPSC	0	62	23048	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	iPSC.BMMC22_HSC	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_ILC	NK	0	59	7614	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	NK.BMMC22_ILC	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Lymph_prog	NK	0	59	17915	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	NK.BMMC22_Lymph_prog	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Lymph_prog	T	0	27	17915	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	T.BMMC22_Lymph_prog	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Lymph_prog	B	0	43	17915	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	B.BMMC22_Lymph_prog	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_MK_E_prog	iPSC	0	62	20428	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	iPSC.BMMC22_MK_E_prog	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Normoblast	blood	0	241	22817	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	blood.BMMC22_Normoblast	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Plasma_cell	B	0	43	30234	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	B.BMMC22_Plasma_cell	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Transitional_B	B	0	43	12199	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	B.BMMC22_Transitional_B	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_11_CD14.Mono.1	monocyte	0	260	327	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	monocyte.PBMC_11_CD14.Mono.1	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_11_CD14.Mono.1	macrophage	0	53	327	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	macrophage.PBMC_11_CD14.Mono.1	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_12_CD14.Mono.2	macrophage	0	53	3227	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	macrophage.PBMC_12_CD14.Mono.2	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_13_CD16.Mono	monocyte	0	260	209	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	monocyte.PBMC_13_CD16.Mono	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_13_CD16.Mono	monocyte_CD16_pos	0	37	209	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	monocyte_CD16_pos.PBMC_13_CD16.Mono	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_13_CD16.Mono	macrophage	0	53	209	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	macrophage.PBMC_13_CD16.Mono	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_17_B	B	0	43	2404	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	B.PBMC_17_B	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_20_CD4.N1	Tfh	0	32	126	9746610	0	0	NA	Inf	0.886755642386678	ScenicPlus	100	250	Tfh.PBMC_20_CD4.N1	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_20_CD4.N1	Treg	0	109	126	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	Treg.PBMC_20_CD4.N1	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_20_CD4.N1	T	0	27	126	9746610	0	0	NA	Inf	0.748224445143816	ScenicPlus	100	250	T.PBMC_20_CD4.N1	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_22_CD4.M	Tfh	0	32	6092	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	Tfh.PBMC_22_CD4.M	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_22_CD4.M	Treg	0	109	6092	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	Treg.PBMC_22_CD4.M	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_22_CD4.M	T	0	27	6092	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	T.PBMC_22_CD4.M	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_24_CD8.CM	T_CD8_pos	0	83	369	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	T_CD8_pos.PBMC_24_CD8.CM	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_24_CD8.CM	T	0	27	369	9746610	0	0	NA	Inf	1	ScenicPlus	100	250	T.PBMC_24_CD8.CM	SCENIC+ (importance)	#c5c1a5	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_B1_B	B	0	43	11432	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	B.BMMC22_B1_B	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_activated	Tfh	0	32	9885	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	Tfh.BMMC22_CD4_pos_T_activated	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_activated	T	0	27	9885	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	T.BMMC22_CD4_pos_T_activated	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_naive	Tfh	0	32	8530	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	Tfh.BMMC22_CD4_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_naive	Treg	0	109	8530	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	Treg.BMMC22_CD4_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_naive	T	0	27	8530	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	T.BMMC22_CD4_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T	T_CD8_pos	0	83	6033	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	T_CD8_pos.BMMC22_CD8_pos_T	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T	T	0	27	6033	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	T.BMMC22_CD8_pos_T	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T_naive	T_CD8_pos	0	83	22536	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	T_CD8_pos.BMMC22_CD8_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T_naive	T	0	27	22536	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	T.BMMC22_CD8_pos_T_naive	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_G_M_prog	monocyte	0	260	7982	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	monocyte.BMMC22_G_M_prog	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_G_M_prog	iPSC	0	62	7982	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	iPSC.BMMC22_G_M_prog	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_G_M_prog	neutrophil	0	92	7982	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	neutrophil.BMMC22_G_M_prog	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_HSC	iPSC	0	62	23068	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	iPSC.BMMC22_HSC	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_ILC	NK	0	59	18724	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	NK.BMMC22_ILC	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Lymph_prog	iPSC	0	62	17971	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	iPSC.BMMC22_Lymph_prog	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Lymph_prog	NK	0	59	17971	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	NK.BMMC22_Lymph_prog	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Lymph_prog	T	0	27	17971	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	T.BMMC22_Lymph_prog	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Lymph_prog	B	0	43	17971	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	B.BMMC22_Lymph_prog	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_MK_E_prog	iPSC	0	62	20910	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	iPSC.BMMC22_MK_E_prog	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Normoblast	blood	0	241	34340	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	blood.BMMC22_Normoblast	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Plasma_cell	B	0	43	35923	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	B.BMMC22_Plasma_cell	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Transitional_B	B	0	43	13854	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	B.BMMC22_Transitional_B	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_11_CD14.Mono.1	monocyte	0	260	326	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	monocyte.PBMC_11_CD14.Mono.1	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_11_CD14.Mono.1	macrophage	0	53	326	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	macrophage.PBMC_11_CD14.Mono.1	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_12_CD14.Mono.2	macrophage	0	53	3199	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	macrophage.PBMC_12_CD14.Mono.2	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_13_CD16.Mono	monocyte	0	260	206	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	monocyte.PBMC_13_CD16.Mono	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_13_CD16.Mono	monocyte_CD16_pos	0	37	206	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	monocyte_CD16_pos.PBMC_13_CD16.Mono	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_13_CD16.Mono	macrophage	0	53	206	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	macrophage.PBMC_13_CD16.Mono	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_17_B	B	0	43	2513	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	B.PBMC_17_B	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_20_CD4.N1	Tfh	0	32	129	9746610	0	0	NA	Inf	0.90786454089632	DIRECTNET	100	250	Tfh.PBMC_20_CD4.N1	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_20_CD4.N1	Treg	0	109	129	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	Treg.PBMC_20_CD4.N1	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_20_CD4.N1	T	0	27	129	9746610	0	0	NA	Inf	0.766036247819848	DIRECTNET	100	250	T.PBMC_20_CD4.N1	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_22_CD4.M	Tfh	0	32	6096	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	Tfh.PBMC_22_CD4.M	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_22_CD4.M	Treg	0	109	6096	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	Treg.PBMC_22_CD4.M	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_22_CD4.M	T	0	27	6096	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	T.PBMC_22_CD4.M	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_24_CD8.CM	T_CD8_pos	0	83	370	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	T_CD8_pos.PBMC_24_CD8.CM	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_24_CD8.CM	T	0	27	370	9746610	0	0	NA	Inf	1	DIRECTNET	100	250	T.PBMC_24_CD8.CM	DIRECTNET (high-confidence)	#e0dcca	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_B1_B	B	0	43	11567	9746610	0	0	NA	Inf	1	ArchR	100	250	B.BMMC22_B1_B	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_activated	Tfh	0	32	9974	9746610	0	0	NA	Inf	1	ArchR	100	250	Tfh.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_activated	T	0	27	9974	9746610	0	0	NA	Inf	1	ArchR	100	250	T.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_naive	Tfh	0	32	8568	9746610	0	0	NA	Inf	1	ArchR	100	250	Tfh.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_naive	Treg	0	109	8568	9746610	0	0	NA	Inf	1	ArchR	100	250	Treg.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD4_pos_T_naive	T	0	27	8568	9746610	0	0	NA	Inf	1	ArchR	100	250	T.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T	T_CD8_pos	0	83	6107	9746610	0	0	NA	Inf	1	ArchR	100	250	T_CD8_pos.BMMC22_CD8_pos_T	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T	T	0	27	6107	9746610	0	0	NA	Inf	1	ArchR	100	250	T.BMMC22_CD8_pos_T	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T_naive	T_CD8_pos	0	83	22823	9746610	0	0	NA	Inf	1	ArchR	100	250	T_CD8_pos.BMMC22_CD8_pos_T_naive	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_CD8_pos_T_naive	T	0	27	22823	9746610	0	0	NA	Inf	1	ArchR	100	250	T.BMMC22_CD8_pos_T_naive	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_G_M_prog	monocyte	0	260	8045	9746610	0	0	NA	Inf	1	ArchR	100	250	monocyte.BMMC22_G_M_prog	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_G_M_prog	iPSC	0	62	8045	9746610	0	0	NA	Inf	1	ArchR	100	250	iPSC.BMMC22_G_M_prog	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_G_M_prog	neutrophil	0	92	8045	9746610	0	0	NA	Inf	1	ArchR	100	250	neutrophil.BMMC22_G_M_prog	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_HSC	iPSC	0	62	23309	9746610	0	0	NA	Inf	1	ArchR	100	250	iPSC.BMMC22_HSC	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_ILC	NK	0	59	19103	9746610	0	0	NA	Inf	1	ArchR	100	250	NK.BMMC22_ILC	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Lymph_prog	iPSC	0	62	18235	9746610	0	0	NA	Inf	1	ArchR	100	250	iPSC.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Lymph_prog	NK	0	59	18235	9746610	0	0	NA	Inf	1	ArchR	100	250	NK.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Lymph_prog	T	0	27	18235	9746610	0	0	NA	Inf	1	ArchR	100	250	T.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Lymph_prog	B	0	43	18235	9746610	0	0	NA	Inf	1	ArchR	100	250	B.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_MK_E_prog	iPSC	0	62	21084	9746610	0	0	NA	Inf	1	ArchR	100	250	iPSC.BMMC22_MK_E_prog	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_NK	NK	0	59	17243	9746610	0	0	NA	Inf	1	ArchR	100	250	NK.BMMC22_NK	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Normoblast	blood	0	241	35023	9746610	0	0	NA	Inf	1	ArchR	100	250	blood.BMMC22_Normoblast	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Plasma_cell	B	0	43	36354	9746610	0	0	NA	Inf	1	ArchR	100	250	B.BMMC22_Plasma_cell	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Proerythroblast	blood	0	241	27638	9746610	0	0	NA	Inf	1	ArchR	100	250	blood.BMMC22_Proerythroblast	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
BMMC22_Transitional_B	B	0	43	14079	9746610	0	0	NA	Inf	1	ArchR	100	250	B.BMMC22_Transitional_B	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_11_CD14.Mono.1	monocyte	0	260	332	9746610	0	0	NA	Inf	1	ArchR	100	250	monocyte.PBMC_11_CD14.Mono.1	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_11_CD14.Mono.1	macrophage	0	53	332	9746610	0	0	NA	Inf	1	ArchR	100	250	macrophage.PBMC_11_CD14.Mono.1	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_12_CD14.Mono.2	macrophage	0	53	3226	9746610	0	0	NA	Inf	1	ArchR	100	250	macrophage.PBMC_12_CD14.Mono.2	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_13_CD16.Mono	monocyte	0	260	209	9746610	0	0	NA	Inf	1	ArchR	100	250	monocyte.PBMC_13_CD16.Mono	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_13_CD16.Mono	monocyte_CD16_pos	0	37	209	9746610	0	0	NA	Inf	1	ArchR	100	250	monocyte_CD16_pos.PBMC_13_CD16.Mono	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_13_CD16.Mono	macrophage	0	53	209	9746610	0	0	NA	Inf	1	ArchR	100	250	macrophage.PBMC_13_CD16.Mono	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_17_B	B	0	43	2571	9746610	0	0	NA	Inf	1	ArchR	100	250	B.PBMC_17_B	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_20_CD4.N1	Tfh	0	32	131	9746610	0	0	NA	Inf	0.921937028005974	ArchR	100	250	Tfh.PBMC_20_CD4.N1	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_20_CD4.N1	Treg	0	109	131	9746610	0	0	NA	Inf	1	ArchR	100	250	Treg.PBMC_20_CD4.N1	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
PBMC_20_CD4.N1	T	0	27	131	9746610	0	0	NA	Inf	0.777910703745366	ArchR	100	250	T.PBMC_20_CD4.N1	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
