feature	coefficient	test_chr	cluster	cell_count	atac_frag_per_cell	rna_umi_per_cell	log10_total_frag	log10_total_umi
ABC.Score	1.86096950373303	none	atac_10000_rna_5000_cells_5000	5000	10000	5000	7.69897000433602	7.39794000867204
numTSSEnhGene	-1.57189352446927	none	atac_20000_rna_10000_cells_5000	5000	20000	10000	8	7.69897000433602
normalizedATAC_prom	-1.37266564556066	none	atac_20000_rna_10000_cells_5000	5000	20000	10000	8	7.69897000433602
numNearbyEnhancers	0.157602157367366	none	atac_20000_rna_10000_cells_5000	5000	20000	10000	8	7.69897000433602
ubiqExpressed	-0.34236770889158	none	atac_20000_rna_10000_cells_5000	5000	20000	10000	8	7.69897000433602
numCandidateEnhGene	0.491630686183296	none	atac_20000_rna_10000_cells_5000	5000	20000	10000	8	7.69897000433602
ABC.Score	1.86087337735183	none	atac_20000_rna_10000_cells_5000	5000	20000	10000	8	7.69897000433602
numTSSEnhGene	-1.5294546910054	none	atac_30000_rna_15000_cells_5000	5000	30000	15000	8.17609125905568	7.8750612633917
normalizedATAC_prom	-1.36316958502606	none	atac_30000_rna_15000_cells_5000	5000	30000	15000	8.17609125905568	7.8750612633917
numNearbyEnhancers	0.158113316777042	none	atac_30000_rna_15000_cells_5000	5000	30000	15000	8.17609125905568	7.8750612633917
ubiqExpressed	-0.320488658577725	none	atac_30000_rna_15000_cells_5000	5000	30000	15000	8.17609125905568	7.8750612633917
numCandidateEnhGene	0.43036484446328	none	atac_30000_rna_15000_cells_5000	5000	30000	15000	8.17609125905568	7.8750612633917
ABC.Score	1.81060432863315	none	atac_30000_rna_15000_cells_5000	5000	30000	15000	8.17609125905568	7.8750612633917
numTSSEnhGene	-1.53233430547158	none	atac_33387_rna_16694_cells_5000	5000	33387	16694	8.22254740146827	7.92153041350124
normalizedATAC_prom	-1.3061262208511	none	atac_33387_rna_16694_cells_5000	5000	33387	16694	8.22254740146827	7.92153041350124
numNearbyEnhancers	0.182825606993388	none	atac_33387_rna_16694_cells_5000	5000	33387	16694	8.22254740146827	7.92153041350124
ubiqExpressed	-0.327973985783327	none	atac_33387_rna_16694_cells_5000	5000	33387	16694	8.22254740146827	7.92153041350124
numCandidateEnhGene	0.432925600925696	none	atac_33387_rna_16694_cells_5000	5000	33387	16694	8.22254740146827	7.92153041350124
ABC.Score	1.81692900292158	none	atac_33387_rna_16694_cells_5000	5000	33387	16694	8.22254740146827	7.92153041350124
numTSSEnhGene	-1.56882646048166	none	atac_1000_rna_500_cells_7821	7821	1000	500	6.89326228588799	6.59223229022401
normalizedATAC_prom	-1.43712879066205	none	atac_1000_rna_500_cells_7821	7821	1000	500	6.89326228588799	6.59223229022401
numNearbyEnhancers	0.192300192330556	none	atac_1000_rna_500_cells_7821	7821	1000	500	6.89326228588799	6.59223229022401
ubiqExpressed	-0.332759780102855	none	atac_1000_rna_500_cells_7821	7821	1000	500	6.89326228588799	6.59223229022401
numCandidateEnhGene	0.456627941144828	none	atac_1000_rna_500_cells_7821	7821	1000	500	6.89326228588799	6.59223229022401
ABC.Score	1.81680059307349	none	atac_1000_rna_500_cells_7821	7821	1000	500	6.89326228588799	6.59223229022401
numTSSEnhGene	-1.55863102066912	none	atac_2000_rna_1000_cells_7821	7821	2000	1000	7.19429228155197	6.89326228588799
normalizedATAC_prom	-1.29707669276124	none	atac_2000_rna_1000_cells_7821	7821	2000	1000	7.19429228155197	6.89326228588799
numNearbyEnhancers	0.189436654499276	none	atac_2000_rna_1000_cells_7821	7821	2000	1000	7.19429228155197	6.89326228588799
ubiqExpressed	-0.319828449613738	none	atac_2000_rna_1000_cells_7821	7821	2000	1000	7.19429228155197	6.89326228588799
numCandidateEnhGene	0.411976768508551	none	atac_2000_rna_1000_cells_7821	7821	2000	1000	7.19429228155197	6.89326228588799
ABC.Score	1.7644131424867	none	atac_2000_rna_1000_cells_7821	7821	2000	1000	7.19429228155197	6.89326228588799
numTSSEnhGene	-1.50930889291976	none	atac_4000_rna_2000_cells_7821	7821	4000	2000	7.49532227721595	7.19429228155197
normalizedATAC_prom	-1.24716413431445	none	atac_4000_rna_2000_cells_7821	7821	4000	2000	7.49532227721595	7.19429228155197
numNearbyEnhancers	0.140124570710367	none	atac_4000_rna_2000_cells_7821	7821	4000	2000	7.49532227721595	7.19429228155197
ubiqExpressed	-0.336848881412207	none	atac_4000_rna_2000_cells_7821	7821	4000	2000	7.49532227721595	7.19429228155197
numCandidateEnhGene	0.446102693085192	none	atac_4000_rna_2000_cells_7821	7821	4000	2000	7.49532227721595	7.19429228155197
ABC.Score	1.87529321733243	none	atac_4000_rna_2000_cells_7821	7821	4000	2000	7.49532227721595	7.19429228155197
numTSSEnhGene	-1.57208053871699	none	atac_10000_rna_5000_cells_7821	7821	10000	5000	7.89326228588799	7.59223229022401
normalizedATAC_prom	-1.41417529443476	none	atac_10000_rna_5000_cells_7821	7821	10000	5000	7.89326228588799	7.59223229022401
numNearbyEnhancers	0.160955804649942	none	atac_10000_rna_5000_cells_7821	7821	10000	5000	7.89326228588799	7.59223229022401
ubiqExpressed	-0.332995779972565	none	atac_10000_rna_5000_cells_7821	7821	10000	5000	7.89326228588799	7.59223229022401
numCandidateEnhGene	0.466880472693414	none	atac_10000_rna_5000_cells_7821	7821	10000	5000	7.89326228588799	7.59223229022401
ABC.Score	1.79798752189003	none	atac_10000_rna_5000_cells_7821	7821	10000	5000	7.89326228588799	7.59223229022401
numTSSEnhGene	-1.57886198120695	none	atac_20000_rna_10000_cells_7821	7821	20000	10000	8.19429228155197	7.89326228588799
normalizedATAC_prom	-1.30739230250052	none	atac_20000_rna_10000_cells_7821	7821	20000	10000	8.19429228155197	7.89326228588799
numNearbyEnhancers	0.15060555302611	none	atac_20000_rna_10000_cells_7821	7821	20000	10000	8.19429228155197	7.89326228588799
ubiqExpressed	-0.340091534571866	none	atac_20000_rna_10000_cells_7821	7821	20000	10000	8.19429228155197	7.89326228588799
numCandidateEnhGene	0.518654915479175	none	atac_20000_rna_10000_cells_7821	7821	20000	10000	8.19429228155197	7.89326228588799
ABC.Score	1.90303926059283	none	atac_20000_rna_10000_cells_7821	7821	20000	10000	8.19429228155197	7.89326228588799
numTSSEnhGene	-1.57871825705633	none	atac_30000_rna_15000_cells_7821	7821	30000	15000	8.37038354060765	8.06935354494367
normalizedATAC_prom	-1.31566975009535	none	atac_30000_rna_15000_cells_7821	7821	30000	15000	8.37038354060765	8.06935354494367
numNearbyEnhancers	0.198875743940319	none	atac_30000_rna_15000_cells_7821	7821	30000	15000	8.37038354060765	8.06935354494367
ubiqExpressed	-0.331111636129345	none	atac_30000_rna_15000_cells_7821	7821	30000	15000	8.37038354060765	8.06935354494367
numCandidateEnhGene	0.473311464191843	none	atac_30000_rna_15000_cells_7821	7821	30000	15000	8.37038354060765	8.06935354494367
ABC.Score	1.80081274962389	none	atac_30000_rna_15000_cells_7821	7821	30000	15000	8.37038354060765	8.06935354494367
numTSSEnhGene	-1.57214409502213	none	atac_33387_rna_16694_cells_7821	7821	33387	16694	8.41683968302025	8.11582269505321
normalizedATAC_prom	-1.29575956815587	none	atac_33387_rna_16694_cells_7821	7821	33387	16694	8.41683968302025	8.11582269505321
numNearbyEnhancers	0.163951983687826	none	atac_33387_rna_16694_cells_7821	7821	33387	16694	8.41683968302025	8.11582269505321
ubiqExpressed	-0.335608896893537	none	atac_33387_rna_16694_cells_7821	7821	33387	16694	8.41683968302025	8.11582269505321
numCandidateEnhGene	0.482665887302336	none	atac_33387_rna_16694_cells_7821	7821	33387	16694	8.41683968302025	8.11582269505321
ABC.Score	1.84014403639188	none	atac_33387_rna_16694_cells_7821	7821	33387	16694	8.41683968302025	8.11582269505321
numTSSEnhGene	-1.52199471607193	none	atac_1000_rna_100_cells_100	100	1000	100	5	4
normalizedATAC_prom	0.425443192467166	none	atac_1000_rna_100_cells_100	100	1000	100	5	4
numNearbyEnhancers	0.132285663394723	none	atac_1000_rna_100_cells_100	100	1000	100	5	4
ubiqExpressed	-0.289570661578344	none	atac_1000_rna_100_cells_100	100	1000	100	5	4
numCandidateEnhGene	0.316954577603777	none	atac_1000_rna_100_cells_100	100	1000	100	5	4
ABC.Score	1.16709198998433	none	atac_1000_rna_100_cells_100	100	1000	100	5	4
numTSSEnhGene	-1.51541564679868	none	atac_2000_rna_200_cells_100	100	2000	200	5.30102999566398	4.30102999566398
normalizedATAC_prom	-0.182741337122264	none	atac_2000_rna_200_cells_100	100	2000	200	5.30102999566398	4.30102999566398
numNearbyEnhancers	0.0375873223648407	none	atac_2000_rna_200_cells_100	100	2000	200	5.30102999566398	4.30102999566398
ubiqExpressed	-0.321499074515911	none	atac_2000_rna_200_cells_100	100	2000	200	5.30102999566398	4.30102999566398
numCandidateEnhGene	-0.0612937256944942	none	atac_2000_rna_200_cells_100	100	2000	200	5.30102999566398	4.30102999566398
ABC.Score	0.8821764777476	none	atac_2000_rna_200_cells_100	100	2000	200	5.30102999566398	4.30102999566398
numTSSEnhGene	-1.50145935840425	none	atac_4000_rna_400_cells_100	100	4000	400	5.60205999132796	4.60205999132796
normalizedATAC_prom	-0.536038746187693	none	atac_4000_rna_400_cells_100	100	4000	400	5.60205999132796	4.60205999132796
numNearbyEnhancers	0.157322673596049	none	atac_4000_rna_400_cells_100	100	4000	400	5.60205999132796	4.60205999132796
ubiqExpressed	-0.367489774893196	none	atac_4000_rna_400_cells_100	100	4000	400	5.60205999132796	4.60205999132796
numCandidateEnhGene	-0.162326746112175	none	atac_4000_rna_400_cells_100	100	4000	400	5.60205999132796	4.60205999132796
ABC.Score	0.90076316513869	none	atac_4000_rna_400_cells_100	100	4000	400	5.60205999132796	4.60205999132796
numTSSEnhGene	-1.5032105668497	none	atac_10000_rna_1000_cells_100	100	10000	1000	6	5
normalizedATAC_prom	-1.46535275409627	none	atac_10000_rna_1000_cells_100	100	10000	1000	6	5
numNearbyEnhancers	0.0799744914473246	none	atac_10000_rna_1000_cells_100	100	10000	1000	6	5
ubiqExpressed	-0.320202918733204	none	atac_10000_rna_1000_cells_100	100	10000	1000	6	5
numCandidateEnhGene	0.0549560453020913	none	atac_10000_rna_1000_cells_100	100	10000	1000	6	5
ABC.Score	1.1938662563177	none	atac_10000_rna_1000_cells_100	100	10000	1000	6	5
numTSSEnhGene	-1.58055878777661	none	atac_20000_rna_2000_cells_100	100	20000	2000	6.30102999566398	5.30102999566398
normalizedATAC_prom	-1.29761939416484	none	atac_20000_rna_2000_cells_100	100	20000	2000	6.30102999566398	5.30102999566398
numNearbyEnhancers	0.135746237433181	none	atac_20000_rna_2000_cells_100	100	20000	2000	6.30102999566398	5.30102999566398
ubiqExpressed	-0.346502158713648	none	atac_20000_rna_2000_cells_100	100	20000	2000	6.30102999566398	5.30102999566398
numCandidateEnhGene	0.327429072689724	none	atac_20000_rna_2000_cells_100	100	20000	2000	6.30102999566398	5.30102999566398
ABC.Score	1.53354287374975	none	atac_20000_rna_2000_cells_100	100	20000	2000	6.30102999566398	5.30102999566398
numTSSEnhGene	-1.5740431721625	none	atac_30000_rna_3000_cells_100	100	30000	3000	6.47712125471966	5.47712125471966
normalizedATAC_prom	-1.41552738851784	none	atac_30000_rna_3000_cells_100	100	30000	3000	6.47712125471966	5.47712125471966
numNearbyEnhancers	0.0923586131827535	none	atac_30000_rna_3000_cells_100	100	30000	3000	6.47712125471966	5.47712125471966
ubiqExpressed	-0.30842473245035	none	atac_30000_rna_3000_cells_100	100	30000	3000	6.47712125471966	5.47712125471966
numCandidateEnhGene	0.414984106519684	none	atac_30000_rna_3000_cells_100	100	30000	3000	6.47712125471966	5.47712125471966
ABC.Score	1.72306888376312	none	atac_30000_rna_3000_cells_100	100	30000	3000	6.47712125471966	5.47712125471966
numTSSEnhGene	-1.56984374742334	none	atac_33387_rna_3339_cells_100	100	33387	3339	6.52357739713225	5.52361641905437
normalizedATAC_prom	-1.06039908941965	none	atac_33387_rna_3339_cells_100	100	33387	3339	6.52357739713225	5.52361641905437
numNearbyEnhancers	0.135356790100444	none	atac_33387_rna_3339_cells_100	100	33387	3339	6.52357739713225	5.52361641905437
ubiqExpressed	-0.3462290234644	none	atac_33387_rna_3339_cells_100	100	33387	3339	6.52357739713225	5.52361641905437
numCandidateEnhGene	0.459336453024964	none	atac_33387_rna_3339_cells_100	100	33387	3339	6.52357739713225	5.52361641905437
ABC.Score	1.81021624774393	none	atac_33387_rna_3339_cells_100	100	33387	3339	6.52357739713225	5.52361641905437
numTSSEnhGene	-1.34754771868594	none	atac_1000_rna_100_cells_200	200	1000	100	5.30102999566398	4.30102999566398
normalizedATAC_prom	-0.137956191836398	none	atac_1000_rna_100_cells_200	200	1000	100	5.30102999566398	4.30102999566398
numNearbyEnhancers	0.00723498973749087	none	atac_1000_rna_100_cells_200	200	1000	100	5.30102999566398	4.30102999566398
ubiqExpressed	-0.36221506906795	none	atac_1000_rna_100_cells_200	200	1000	100	5.30102999566398	4.30102999566398
numCandidateEnhGene	-0.359594676546031	none	atac_1000_rna_100_cells_200	200	1000	100	5.30102999566398	4.30102999566398
ABC.Score	0.675488416843101	none	atac_1000_rna_100_cells_200	200	1000	100	5.30102999566398	4.30102999566398
numTSSEnhGene	-1.36658226502605	none	atac_2000_rna_200_cells_200	200	2000	200	5.60205999132796	4.60205999132796
normalizedATAC_prom	-0.489875023202799	none	atac_2000_rna_200_cells_200	200	2000	200	5.60205999132796	4.60205999132796
numNearbyEnhancers	0.120982943337472	none	atac_2000_rna_200_cells_200	200	2000	200	5.60205999132796	4.60205999132796
ubiqExpressed	-0.297570001560904	none	atac_2000_rna_200_cells_200	200	2000	200	5.60205999132796	4.60205999132796
numCandidateEnhGene	-0.285307113238713	none	atac_2000_rna_200_cells_200	200	2000	200	5.60205999132796	4.60205999132796
ABC.Score	0.838790357891105	none	atac_2000_rna_200_cells_200	200	2000	200	5.60205999132796	4.60205999132796
numTSSEnhGene	-1.49240483744828	none	atac_4000_rna_400_cells_200	200	4000	400	5.90308998699194	4.90308998699194
normalizedATAC_prom	-0.873696723274972	none	atac_4000_rna_400_cells_200	200	4000	400	5.90308998699194	4.90308998699194
numNearbyEnhancers	0.110522030542495	none	atac_4000_rna_400_cells_200	200	4000	400	5.90308998699194	4.90308998699194
ubiqExpressed	-0.33885682427051	none	atac_4000_rna_400_cells_200	200	4000	400	5.90308998699194	4.90308998699194
numCandidateEnhGene	0.151721969743974	none	atac_4000_rna_400_cells_200	200	4000	400	5.90308998699194	4.90308998699194
ABC.Score	1.36566502327865	none	atac_4000_rna_400_cells_200	200	4000	400	5.90308998699194	4.90308998699194
numTSSEnhGene	-1.49748825914515	none	atac_10000_rna_1000_cells_200	200	10000	1000	6.30102999566398	5.30102999566398
normalizedATAC_prom	-1.11269257256187	none	atac_10000_rna_1000_cells_200	200	10000	1000	6.30102999566398	5.30102999566398
numNearbyEnhancers	0.150779793271264	none	atac_10000_rna_1000_cells_200	200	10000	1000	6.30102999566398	5.30102999566398
ubiqExpressed	-0.332301189743657	none	atac_10000_rna_1000_cells_200	200	10000	1000	6.30102999566398	5.30102999566398
numCandidateEnhGene	0.274349907591677	none	atac_10000_rna_1000_cells_200	200	10000	1000	6.30102999566398	5.30102999566398
ABC.Score	1.53469454668041	none	atac_10000_rna_1000_cells_200	200	10000	1000	6.30102999566398	5.30102999566398
numTSSEnhGene	-1.60665294620118	none	atac_20000_rna_2000_cells_200	200	20000	2000	6.60205999132796	5.60205999132796
normalizedATAC_prom	-0.999713494367564	none	atac_20000_rna_2000_cells_200	200	20000	2000	6.60205999132796	5.60205999132796
numNearbyEnhancers	0.129109958332792	none	atac_20000_rna_2000_cells_200	200	20000	2000	6.60205999132796	5.60205999132796
ubiqExpressed	-0.338793153670551	none	atac_20000_rna_2000_cells_200	200	20000	2000	6.60205999132796	5.60205999132796
numCandidateEnhGene	0.454197942530521	none	atac_20000_rna_2000_cells_200	200	20000	2000	6.60205999132796	5.60205999132796
ABC.Score	1.74022622286112	none	atac_20000_rna_2000_cells_200	200	20000	2000	6.60205999132796	5.60205999132796
numTSSEnhGene	-1.55516758640703	none	atac_30000_rna_3000_cells_200	200	30000	3000	6.77815125038364	5.77815125038364
normalizedATAC_prom	-1.187684844577	none	atac_30000_rna_3000_cells_200	200	30000	3000	6.77815125038364	5.77815125038364
numNearbyEnhancers	0.142023170885651	none	atac_30000_rna_3000_cells_200	200	30000	3000	6.77815125038364	5.77815125038364
ubiqExpressed	-0.32220480217898	none	atac_30000_rna_3000_cells_200	200	30000	3000	6.77815125038364	5.77815125038364
numCandidateEnhGene	0.432701133852733	none	atac_30000_rna_3000_cells_200	200	30000	3000	6.77815125038364	5.77815125038364
ABC.Score	1.82041294455295	none	atac_30000_rna_3000_cells_200	200	30000	3000	6.77815125038364	5.77815125038364
numTSSEnhGene	-1.57967557498559	none	atac_33387_rna_3339_cells_200	200	33387	3339	6.82460739279624	5.82464641471835
normalizedATAC_prom	-1.2993897834334	none	atac_33387_rna_3339_cells_200	200	33387	3339	6.82460739279624	5.82464641471835
numNearbyEnhancers	0.134530286397751	none	atac_33387_rna_3339_cells_200	200	33387	3339	6.82460739279624	5.82464641471835
ubiqExpressed	-0.335280355277565	none	atac_33387_rna_3339_cells_200	200	33387	3339	6.82460739279624	5.82464641471835
numCandidateEnhGene	0.49286665722279	none	atac_33387_rna_3339_cells_200	200	33387	3339	6.82460739279624	5.82464641471835
ABC.Score	1.86706401620462	none	atac_33387_rna_3339_cells_200	200	33387	3339	6.82460739279624	5.82464641471835
numTSSEnhGene	-1.45393171701227	none	atac_1000_rna_100_cells_500	500	1000	100	5.69897000433602	4.69897000433602
normalizedATAC_prom	-0.992665999219624	none	atac_1000_rna_100_cells_500	500	1000	100	5.69897000433602	4.69897000433602
numNearbyEnhancers	0.0899070740368767	none	atac_1000_rna_100_cells_500	500	1000	100	5.69897000433602	4.69897000433602
ubiqExpressed	-0.302904444773542	none	atac_1000_rna_100_cells_500	500	1000	100	5.69897000433602	4.69897000433602
numCandidateEnhGene	-0.181559101301595	none	atac_1000_rna_100_cells_500	500	1000	100	5.69897000433602	4.69897000433602
ABC.Score	1.02036563971034	none	atac_1000_rna_100_cells_500	500	1000	100	5.69897000433602	4.69897000433602
numTSSEnhGene	-1.55798556215003	none	atac_2000_rna_200_cells_500	500	2000	200	6	5
normalizedATAC_prom	-1.00683555222223	none	atac_2000_rna_200_cells_500	500	2000	200	6	5
numNearbyEnhancers	0.158763893559193	none	atac_2000_rna_200_cells_500	500	2000	200	6	5
ubiqExpressed	-0.361018572284764	none	atac_2000_rna_200_cells_500	500	2000	200	6	5
numCandidateEnhGene	0.107872571410517	none	atac_2000_rna_200_cells_500	500	2000	200	6	5
ABC.Score	1.18738405729328	none	atac_2000_rna_200_cells_500	500	2000	200	6	5
numTSSEnhGene	-1.51880907354556	none	atac_4000_rna_400_cells_500	500	4000	400	6.30102999566398	5.30102999566398
normalizedATAC_prom	-1.20149406791969	none	atac_4000_rna_400_cells_500	500	4000	400	6.30102999566398	5.30102999566398
numNearbyEnhancers	0.0591096041885074	none	atac_4000_rna_400_cells_500	500	4000	400	6.30102999566398	5.30102999566398
ubiqExpressed	-0.335560998222842	none	atac_4000_rna_400_cells_500	500	4000	400	6.30102999566398	5.30102999566398
numCandidateEnhGene	0.287387776329112	none	atac_4000_rna_400_cells_500	500	4000	400	6.30102999566398	5.30102999566398
ABC.Score	1.57954922557399	none	atac_4000_rna_400_cells_500	500	4000	400	6.30102999566398	5.30102999566398
numTSSEnhGene	-1.6056250892092	none	atac_10000_rna_1000_cells_500	500	10000	1000	6.69897000433602	5.69897000433602
normalizedATAC_prom	-1.3537240193695	none	atac_10000_rna_1000_cells_500	500	10000	1000	6.69897000433602	5.69897000433602
numNearbyEnhancers	0.152873242010168	none	atac_10000_rna_1000_cells_500	500	10000	1000	6.69897000433602	5.69897000433602
ubiqExpressed	-0.331631101123973	none	atac_10000_rna_1000_cells_500	500	10000	1000	6.69897000433602	5.69897000433602
numCandidateEnhGene	0.456137701096284	none	atac_10000_rna_1000_cells_500	500	10000	1000	6.69897000433602	5.69897000433602
ABC.Score	1.76231835137366	none	atac_10000_rna_1000_cells_500	500	10000	1000	6.69897000433602	5.69897000433602
numTSSEnhGene	-1.55587958925907	none	atac_20000_rna_2000_cells_500	500	20000	2000	7	6
normalizedATAC_prom	-1.20688654425233	none	atac_20000_rna_2000_cells_500	500	20000	2000	7	6
numNearbyEnhancers	0.139679551622818	none	atac_20000_rna_2000_cells_500	500	20000	2000	7	6
ubiqExpressed	-0.333613188044235	none	atac_20000_rna_2000_cells_500	500	20000	2000	7	6
numCandidateEnhGene	0.392176368872428	none	atac_20000_rna_2000_cells_500	500	20000	2000	7	6
ABC.Score	1.73795785710007	none	atac_20000_rna_2000_cells_500	500	20000	2000	7	6
numTSSEnhGene	-1.58176178012178	none	atac_30000_rna_3000_cells_500	500	30000	3000	7.17609125905568	6.17609125905568
normalizedATAC_prom	-1.35948314560633	none	atac_30000_rna_3000_cells_500	500	30000	3000	7.17609125905568	6.17609125905568
numNearbyEnhancers	0.227870823981494	none	atac_30000_rna_3000_cells_500	500	30000	3000	7.17609125905568	6.17609125905568
ubiqExpressed	-0.330560920984452	none	atac_30000_rna_3000_cells_500	500	30000	3000	7.17609125905568	6.17609125905568
numCandidateEnhGene	0.474064888177528	none	atac_30000_rna_3000_cells_500	500	30000	3000	7.17609125905568	6.17609125905568
ABC.Score	1.85252436905829	none	atac_30000_rna_3000_cells_500	500	30000	3000	7.17609125905568	6.17609125905568
numTSSEnhGene	-1.57825386526049	none	atac_33387_rna_3339_cells_500	500	33387	3339	7.22254740146827	6.22258642339039
normalizedATAC_prom	-1.20259424703473	none	atac_33387_rna_3339_cells_500	500	33387	3339	7.22254740146827	6.22258642339039
numNearbyEnhancers	0.168666557680338	none	atac_33387_rna_3339_cells_500	500	33387	3339	7.22254740146827	6.22258642339039
ubiqExpressed	-0.319518008977558	none	atac_33387_rna_3339_cells_500	500	33387	3339	7.22254740146827	6.22258642339039
numCandidateEnhGene	0.514167446247918	none	atac_33387_rna_3339_cells_500	500	33387	3339	7.22254740146827	6.22258642339039
ABC.Score	1.88995602801981	none	atac_33387_rna_3339_cells_500	500	33387	3339	7.22254740146827	6.22258642339039
numTSSEnhGene	-1.55343323430461	none	atac_1000_rna_100_cells_1000	1000	1000	100	6	5
normalizedATAC_prom	-1.49465754455902	none	atac_1000_rna_100_cells_1000	1000	1000	100	6	5
numNearbyEnhancers	0.137470005799458	none	atac_1000_rna_100_cells_1000	1000	1000	100	6	5
ubiqExpressed	-0.327751600210336	none	atac_1000_rna_100_cells_1000	1000	1000	100	6	5
numCandidateEnhGene	0.0971875908011978	none	atac_1000_rna_100_cells_1000	1000	1000	100	6	5
ABC.Score	1.25548760367743	none	atac_1000_rna_100_cells_1000	1000	1000	100	6	5
numTSSEnhGene	-1.47032689135393	none	atac_2000_rna_200_cells_1000	1000	2000	200	6.30102999566398	5.30102999566398
normalizedATAC_prom	-1.06309161828008	none	atac_2000_rna_200_cells_1000	1000	2000	200	6.30102999566398	5.30102999566398
numNearbyEnhancers	0.116740929885896	none	atac_2000_rna_200_cells_1000	1000	2000	200	6.30102999566398	5.30102999566398
ubiqExpressed	-0.317882742114449	none	atac_2000_rna_200_cells_1000	1000	2000	200	6.30102999566398	5.30102999566398
numCandidateEnhGene	0.373555445867396	none	atac_2000_rna_200_cells_1000	1000	2000	200	6.30102999566398	5.30102999566398
ABC.Score	1.69680066453412	none	atac_2000_rna_200_cells_1000	1000	2000	200	6.30102999566398	5.30102999566398
numTSSEnhGene	-1.62334648106988	none	atac_4000_rna_400_cells_1000	1000	4000	400	6.60205999132796	5.60205999132796
normalizedATAC_prom	-1.40576646861319	none	atac_4000_rna_400_cells_1000	1000	4000	400	6.60205999132796	5.60205999132796
numNearbyEnhancers	0.1666275083192	none	atac_4000_rna_400_cells_1000	1000	4000	400	6.60205999132796	5.60205999132796
ubiqExpressed	-0.327963723113953	none	atac_4000_rna_400_cells_1000	1000	4000	400	6.60205999132796	5.60205999132796
numCandidateEnhGene	0.504400453081912	none	atac_4000_rna_400_cells_1000	1000	4000	400	6.60205999132796	5.60205999132796
ABC.Score	1.77769656035421	none	atac_4000_rna_400_cells_1000	1000	4000	400	6.60205999132796	5.60205999132796
numTSSEnhGene	-1.57159370674866	none	atac_10000_rna_1000_cells_1000	1000	10000	1000	7	6
normalizedATAC_prom	-1.3120364819441	none	atac_10000_rna_1000_cells_1000	1000	10000	1000	7	6
numNearbyEnhancers	0.18777234038091	none	atac_10000_rna_1000_cells_1000	1000	10000	1000	7	6
ubiqExpressed	-0.322746159319587	none	atac_10000_rna_1000_cells_1000	1000	10000	1000	7	6
numCandidateEnhGene	0.383158194719267	none	atac_10000_rna_1000_cells_1000	1000	10000	1000	7	6
ABC.Score	1.65884669351576	none	atac_10000_rna_1000_cells_1000	1000	10000	1000	7	6
numTSSEnhGene	-1.5641395617634	none	atac_20000_rna_2000_cells_1000	1000	20000	2000	7.30102999566398	6.30102999566398
normalizedATAC_prom	-1.27459072087394	none	atac_20000_rna_2000_cells_1000	1000	20000	2000	7.30102999566398	6.30102999566398
numNearbyEnhancers	0.195012077191096	none	atac_20000_rna_2000_cells_1000	1000	20000	2000	7.30102999566398	6.30102999566398
ubiqExpressed	-0.316886897201841	none	atac_20000_rna_2000_cells_1000	1000	20000	2000	7.30102999566398	6.30102999566398
numCandidateEnhGene	0.511243826266275	none	atac_20000_rna_2000_cells_1000	1000	20000	2000	7.30102999566398	6.30102999566398
ABC.Score	1.90643968014062	none	atac_20000_rna_2000_cells_1000	1000	20000	2000	7.30102999566398	6.30102999566398
numTSSEnhGene	-1.5022705007113	none	atac_30000_rna_3000_cells_1000	1000	30000	3000	7.47712125471966	6.47712125471966
normalizedATAC_prom	-1.32263173577588	none	atac_30000_rna_3000_cells_1000	1000	30000	3000	7.47712125471966	6.47712125471966
numNearbyEnhancers	0.152273747859974	none	atac_30000_rna_3000_cells_1000	1000	30000	3000	7.47712125471966	6.47712125471966
ubiqExpressed	-0.319633437624575	none	atac_30000_rna_3000_cells_1000	1000	30000	3000	7.47712125471966	6.47712125471966
numCandidateEnhGene	0.429918197422686	none	atac_30000_rna_3000_cells_1000	1000	30000	3000	7.47712125471966	6.47712125471966
ABC.Score	1.7954333139727	none	atac_30000_rna_3000_cells_1000	1000	30000	3000	7.47712125471966	6.47712125471966
numTSSEnhGene	-1.56766109322913	none	atac_33387_rna_3339_cells_1000	1000	33387	3339	7.52357739713225	6.52361641905437
normalizedATAC_prom	-1.32784320305331	none	atac_33387_rna_3339_cells_1000	1000	33387	3339	7.52357739713225	6.52361641905437
numNearbyEnhancers	0.184237781263687	none	atac_33387_rna_3339_cells_1000	1000	33387	3339	7.52357739713225	6.52361641905437
ubiqExpressed	-0.310913958268587	none	atac_33387_rna_3339_cells_1000	1000	33387	3339	7.52357739713225	6.52361641905437
numCandidateEnhGene	0.422287108695686	none	atac_33387_rna_3339_cells_1000	1000	33387	3339	7.52357739713225	6.52361641905437
ABC.Score	1.74311441160984	none	atac_33387_rna_3339_cells_1000	1000	33387	3339	7.52357739713225	6.52361641905437
numTSSEnhGene	-1.52848255898674	none	atac_1000_rna_100_cells_2000	2000	1000	100	6.30102999566398	5.30102999566398
normalizedATAC_prom	-0.999494448115373	none	atac_1000_rna_100_cells_2000	2000	1000	100	6.30102999566398	5.30102999566398
numNearbyEnhancers	0.158318918778018	none	atac_1000_rna_100_cells_2000	2000	1000	100	6.30102999566398	5.30102999566398
ubiqExpressed	-0.339799480087407	none	atac_1000_rna_100_cells_2000	2000	1000	100	6.30102999566398	5.30102999566398
