Biosample	GTExTissue	nVariantsOverlappingEnhancers	nVariantsGTExTissue	nCommonVariantsOverlappingEnhancers	nCommonVariants	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	method	distance_min	distance_max	tissue.biosample	pred_name_long	hex	count	cat	pairs
K562	spleen	3	33	496367	9746610	1.78508130988856	0.606855576910256	5.2508626502821	0.550483794601767	1	scE2G_ATAC	250	1000	spleen.K562	scE2G (scATAC)	#006479	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	spleen	3	33	496367	9746610	1.78508130988856	0.606855576910256	5.2508626502821	0.550483794601767	1	ABC_distanceToTSS	250	1000	spleen.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_Erythroid	blood	17	241	383786	9746610	1.79141554790659	1.13282276828708	2.83289650872219	0.233827548337919	1	ABC_distanceToTSS	100	250	blood.BMMC5_Erythroid	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-243 variants	100-250 Kb	9-9 biosample pairs
GM12878	LCL	6	128	252669	9746610	1.80818518991249	0.82790473890313	3.94916652530653	0.39856898993292	1	ArchR	250	1000	LCL.GM12878	ArchR (high-confidence)	#dcbca1	35-134 variants	250-1000 Kb	7-7 biosample pairs
PBMC5_NK	NK	2	41	260393	9746610	1.82587239381974	0.472542247484793	7.05505172555032	0.689648397046732	1	scABC	250	1000	NK.PBMC5_NK	ABC (A=scATAC, C=power law)	#0096a0	35-134 variants	250-1000 Kb	7-7 biosample pairs
GM12878	LCL	4	234	91210	9746610	1.82664968697202	0.69135091707772	4.82627417783534	0.495718936217554	1	SCENT	100	250	LCL.GM12878	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
GM12878	LCL	14	234	308166	9746610	1.89226103080974	1.13866374800521	3.14460859493767	0.259146089742621	1	scABC	100	250	LCL.GM12878	ABC (A=scATAC, C=power law)	#0096a0	27-243 variants	100-250 Kb	9-9 biosample pairs
GM12878	LCL	14	234	308166	9746610	1.89226103080974	1.13866374800521	3.14460859493767	0.259146089742621	1	ABC_distanceToTSS	100	250	LCL.GM12878	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_Erythroid	blood	3	133	113132	9746610	1.94329054436111	0.634838191885675	5.94856797853679	0.570810397755338	1	DIRECTNET	250	1000	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_B	B	3	42	355355	9746610	1.95912940178534	0.658409355428216	5.82948583779387	0.556351351751732	1	scABC	250	1000	B.BMMC5_B	ABC (A=scATAC, C=power law)	#0096a0	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_B	B	3	42	355355	9746610	1.95912940178534	0.658409355428216	5.82948583779387	0.556351351751732	1	ABC_distanceToTSS	250	1000	B.BMMC5_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	spleen	4	46	430850	9746610	1.96711455111483	0.771173582748496	5.01772849040874	0.477768761346564	1	ScenicPlus	100	250	spleen.K562	SCENIC+ (importance)	#c5c1a5	27-243 variants	100-250 Kb	9-9 biosample pairs
K562	spleen	4	46	428589	9746610	1.97749196630764	0.775241852108877	5.0441993890986	0.477768773590849	1	FigR	100	250	spleen.K562	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
K562	spleen	4	46	425847	9746610	1.99022490318783	0.780233558930511	5.07667879692133	0.477768788614409	1	DIRECTNET	100	250	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_Erythroid	blood	65	2741	113132	9746610	2.04301918472599	1.60674073799312	2.59776035452481	0.12256396920408	5.12701396806381e-05	DIRECTNET	0	30000	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_Erythroid	blood	66	2741	113927	9746610	2.05997441854788	1.6231097950387	2.61442239954598	0.121609188097827	3.06221536509429e-05	ScenicPlus	0	30000	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_Erythroid	blood	66	2741	113862	9746610	2.06115038890854	1.62403635807656	2.61591491136898	0.121609193108636	2.99958378557683e-05	SnapATAC	0	30000	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_Erythroid	blood	66	2741	113862	9746610	2.06115038890854	1.62403635807656	2.61591491136898	0.121609193108636	2.99958378557683e-05	FigR	0	30000	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_Erythroid	blood	66	2741	113839	9746610	2.0615668231617	1.62436447228287	2.61644343919195	0.121609194883062	2.97771454750122e-05	ArchR	0	30000	blood.BMMC5_Erythroid	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
K562	spleen	3	33	428589	9746610	2.06737796477617	0.702824603635594	6.0812493289693	0.550484113201075	1	FigR	250	1000	spleen.K562	FigR (p-value)	#bc9678	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_T	T	2	27	348287	9746610	2.07292006624167	0.546274474028986	7.86600473812245	0.680416586035303	1	scABC	100	250	T.BMMC5_T	ABC (A=scATAC, C=power law)	#0096a0	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_T	T	2	133	70274	9746610	2.08563001835351	0.52708116138716	8.25271873122806	0.701784177364664	1	SnapATAC	10	100	T.PBMC5_T	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_Erythroid	blood	1	133	35005	9746610	2.09349469946828	0.297065444763423	14.7533822393652	0.996261973021544	1	Cicero	250	1000	blood.BMMC5_Erythroid	Cicero (co-accessibility)	#888364	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_Erythroid	blood	11	133	383809	9746610	2.10029103409185	1.1925392006613	3.69901670774465	0.288776279228715	1	STARE	250	1000	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	blood	26	241	496367	9746610	2.11839524741962	1.47344079663258	3.04565913645532	0.185237332161676	0.0949517981710447	scE2G_ATAC	100	250	blood.K562	scE2G (scATAC)	#006479	27-243 variants	100-250 Kb	9-9 biosample pairs
K562	spleen	5	46	496367	9746610	2.1343363487798	0.93298754785362	4.88258568959743	0.422211421127638	1	Kendall	100	250	spleen.K562	Kendall correlation (access. at E x expr. at G)	#d3a9ce	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_B	B	3	251	54434	9746610	2.14008426008645	0.694895680752845	6.59086071064346	0.573907865309262	1	FigR	10	100	B.BMMC5_B	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_Erythroid	blood	121	1420	383786	9746610	2.16402107674002	1.82493625824623	2.56611002133051	0.0869521289975015	2.42421163463616e-12	scE2G_multiome	10	100	blood.BMMC5_Erythroid	scE2G (Multiome)	#792374	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_B	B	1	251	17827	9746610	2.17821930430519	0.307999287400921	15.4047088150295	0.998061972157806	1	Cicero	10	100	B.BMMC5_B	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
GM12878	LCL	9	128	307994	9746610	2.22507099367195	1.18512499482869	4.17756856743704	0.321404157144669	1	STARE	250	1000	LCL.GM12878	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	spleen	30	262	496367	9746610	2.24838485596651	1.60557049880426	3.14855963304284	0.171805693836903	0.0108178794366596	scE2G_ATAC	10	100	spleen.K562	scE2G (scATAC)	#006479	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_Erythroid	blood	126	1420	383786	9746610	2.253443435283	1.90746221678874	2.6621797649911	0.0850453309611137	3.26153535037303e-14	scABC	10	100	blood.BMMC5_Erythroid	ABC (A=scATAC, C=power law)	#0096a0	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	blood	164	1420	496367	9746610	2.26780752326687	1.96378026209825	2.61890348011275	0.0734412449842029	2.38180363393677e-19	scE2G_ATAC	10	100	blood.K562	scE2G (scATAC)	#006479	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_T	T	2	118	72108	9746610	2.29096327260522	0.579747107914196	9.05310719929076	0.701102507180083	1	SnapATAC	0	10	T.BMMC5_T	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
BMMC5_Erythroid	blood	12	133	383786	9746610	2.2913638940937	1.33572901589101	3.93069884137687	0.275346898895948	1	scE2G_ATAC	250	1000	blood.BMMC5_Erythroid	scE2G (scATAC)	#006479	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_B	B	2	155	54434	9746610	2.31037053454494	0.583003920634849	9.15570516417966	0.70254825844743	1	FigR	0	10	B.BMMC5_B	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
BMMC5_B	B	2	155	54427	9746610	2.31066767739209	0.583078899606372	9.15688274596966	0.702548260810157	1	ArchR	0	10	B.BMMC5_B	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
BMMC5_Erythroid	blood	22	241	383786	9746610	2.31830247376147	1.55658396042552	3.4527699735383	0.203239231641502	0.0779307898507295	scE2G_ATAC	100	250	blood.BMMC5_Erythroid	scE2G (scATAC)	#006479	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_Erythroid	blood	27	992	113132	9746610	2.34487780403251	1.61638073670151	3.40170591680327	0.189821730183577	0.0195387267136366	DIRECTNET	0	10	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
PBMC5_T	T	2	118	70274	9746610	2.3507524783137	0.594876836425097	9.28938038251184	0.701102869107269	1	FigR	0	10	T.PBMC5_T	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
K562	blood	16	133	496367	9746610	2.36221286120591	1.49185653360153	3.74033928596049	0.234482621282479	0.362029949482945	Kendall	250	1000	blood.K562	Kendall correlation (access. at E x expr. at G)	#d3a9ce	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_Erythroid	blood	28	992	113927	9746610	2.4147561808821	1.67606327533294	3.47901388863137	0.186304732875122	0.00849442816534538	ScenicPlus	0	10	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	118-999 variants	0-10 Kb	9-9 biosample pairs
PBMC5_T	T	2	27	294625	9746610	2.45047470890492	0.645770395338189	9.29870174032664	0.680417108985096	1	scE2G_multiome	100	250	T.PBMC5_T	scE2G (Multiome)	#792374	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_T	T	2	27	294625	9746610	2.45047470890492	0.645770395338189	9.29870174032664	0.680417108985096	1	scABC	100	250	T.PBMC5_T	ABC (A=scATAC, C=power law)	#0096a0	27-243 variants	100-250 Kb	9-9 biosample pairs
GM12878	LCL	15	234	252669	9746610	2.47273188364102	1.51549783353039	4.03458377378949	0.249790088541317	0.373230912448505	ArchR	100	250	LCL.GM12878	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_Erythroid	blood	7	241	113862	9746610	2.48631287011117	1.19820524408733	5.15917595802967	0.372443594092593	1	FigR	100	250	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_B	B	3	42	278930	9746610	2.49591807468336	0.838807955118553	7.42673814371564	0.556352122793296	1	scE2G_ATAC	250	1000	B.PBMC5_B	scE2G (scATAC)	#006479	35-134 variants	250-1000 Kb	7-7 biosample pairs
PBMC5_B	B	3	42	278290	9746610	2.50165808534776	0.840736997881121	7.44381797370448	0.55635213103823	1	STARE	250	1000	B.PBMC5_B	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_Erythroid	blood	7	241	113132	9746610	2.50235615048437	1.2059366965018	5.192466836801	0.372443650763294	1	DIRECTNET	100	250	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_NK	NK	4	59	260393	9746610	2.53765315751218	0.985164242908353	6.53665984548992	0.482757140075544	1	ABC_distanceToTSS	100	250	NK.PBMC5_NK	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-243 variants	100-250 Kb	9-9 biosample pairs
K562	blood	15	133	430850	9746610	2.55133278246097	1.58398167835522	4.10945344621609	0.243205568851997	0.223662759304293	ScenicPlus	250	1000	blood.K562	SCENIC+ (importance)	#c5c1a5	35-134 variants	250-1000 Kb	7-7 biosample pairs
GM12878	LCL	19	234	308166	9746610	2.56806854181321	1.66886313297552	3.95177765338495	0.219907836928928	0.0529895224110418	scE2G_multiome	100	250	LCL.GM12878	scE2G (Multiome)	#792374	27-243 variants	100-250 Kb	9-9 biosample pairs
K562	blood	15	133	425847	9746610	2.58130673533759	1.602590765336	4.15773296965318	0.243205596119842	0.196533389917248	DIRECTNET	250	1000	blood.K562	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
PBMC5_NK	NK	1	59	63638	9746610	2.59588264340515	0.371804484166299	18.1240597822325	0.991504818211336	1	SCENT	100	250	NK.PBMC5_NK	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
K562	spleen	30	262	428589	9746610	2.60394934494709	1.85947776104558	3.6464820032253	0.171806012436211	0.000568084472140047	FigR	10	100	spleen.K562	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	blood	32	241	496427	9746610	2.60694056658341	1.88800193412289	3.59964626882415	0.164624578541316	0.00022611796770276	STARE	100	250	blood.K562	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_NK	NK	3	224	50021	9746610	2.60960307385184	0.848043405069994	8.03028260386612	0.573490941123252	1	SnapATAC	0	10	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
K562	spleen	35	262	496367	9746610	2.62311566529426	1.92704173019539	3.57062106424362	0.157337968549161	6.14110946833798e-05	ABC_distanceToTSS	10	100	spleen.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_Erythroid	blood	4	241	61034	9746610	2.65048105287074	1.00289809944678	7.00474935140668	0.495849542400772	1	SCENT	100	250	blood.BMMC5_Erythroid	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_Erythroid	blood	14	133	383786	9746610	2.67325787644266	1.62873983282136	4.38762995166858	0.252806329010776	0.205039046683486	Kendall	250	1000	blood.BMMC5_Erythroid	Kendall correlation (access. at E x expr. at G)	#d3a9ce	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	blood	167	1420	428589	9746610	2.67448825443227	2.3193440458667	3.08401310096418	0.0726919726926245	2.55631993425818e-27	FigR	10	100	blood.K562	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_NK	NK	1	224	16208	9746610	2.6845787133338	0.379773185762152	18.9770187529739	0.997826955662816	1	Cicero	0	10	NK.PBMC5_NK	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
GM12878	LCL	79	1131	252669	9746610	2.69442508700194	2.17821320351649	3.33297334611003	0.108512170727897	2.37891348507356e-12	ArchR	10	100	LCL.GM12878	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_NK	NK	3	41	260393	9746610	2.7388085907296	0.921378623029362	8.14114014496214	0.555830229948819	1	scE2G_multiome	250	1000	NK.PBMC5_NK	scE2G (Multiome)	#792374	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	spleen	4	33	430850	9746610	2.74203846519037	1.09420274694197	6.87146414647263	0.468720651674155	1	ScenicPlus	250	1000	spleen.K562	SCENIC+ (importance)	#c5c1a5	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	spleen	4	33	425847	9746610	2.77425289535273	1.10705776563991	6.95219289024564	0.468720678942	1	DIRECTNET	250	1000	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_Erythroid	blood	27	241	383809	9746610	2.84501889982038	1.99396719138726	4.05931079272367	0.181352053299766	0.000325679024212449	STARE	100	250	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
K562	blood	208	1420	496367	9746610	2.87624368804579	2.53686595126921	3.26102281789243	0.0640602210669994	2.90308678494833e-39	ABC_distanceToTSS	10	100	blood.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	blood	31	241	428589	9746610	2.92521114518122	2.10593948515594	4.06320328965143	0.167658685696351	2.64105999456831e-05	FigR	100	250	blood.K562	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
K562	spleen	5	33	496427	9746610	2.97477593061838	1.32680219697256	6.66963911996706	0.41194483223064	1	STARE	250	1000	spleen.K562	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	spleen	5	33	496367	9746610	2.97513551648093	1.32696257793559	6.67044533780053	0.411944832474136	1	Kendall	250	1000	spleen.K562	Kendall correlation (access. at E x expr. at G)	#d3a9ce	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	spleen	16	266	196878	9746610	2.97779465272452	1.85177997855643	4.7885067861611	0.242369581165868	0.0299841914372406	SCENT	0	10	spleen.K562	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
BMMC5_T	T	3	133	72108	9746610	3.04887593421897	0.99600330667943	9.33294538273202	0.57081542661005	1	SnapATAC	10	100	T.BMMC5_T	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_T	T	3	133	72108	9746610	3.04887593421897	0.99600330667943	9.33294538273202	0.57081542661005	1	FigR	10	100	T.BMMC5_T	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_T	T	3	27	348287	9746610	3.1093800993625	1.06988235475258	9.03673619754895	0.544333822547349	1	scE2G_multiome	100	250	T.BMMC5_T	scE2G (Multiome)	#792374	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_B	B	1	43	72513	9746610	3.1258581059563	0.450517827871978	21.688351257321	0.988317379234394	1	SCENT	100	250	B.BMMC5_B	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_T	T	3	133	70252	9746610	3.12942472619515	1.02231615988691	9.57952099476244	0.570815792993484	1	ArchR	10	100	T.PBMC5_T	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_B	B	2	155	40050	9746610	3.14014256373082	0.792380150525283	12.4441473123945	0.702554856365297	1	SnapATAC	0	10	B.PBMC5_B	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
K562	spleen	36	262	425847	9746610	3.14485919816702	2.32187560539795	4.25954747674807	0.154795604319531	3.54383076675833e-07	DIRECTNET	10	100	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	blood	64	992	196878	9746610	3.1939249097771	2.52005347804762	4.0479920042006	0.120905495644074	4.0987006944655e-13	SCENT	0	10	blood.K562	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
BMMC5_B	B	1	42	72513	9746610	3.20028329895526	0.461497793392616	22.1925507341675	0.988037208090224	1	SCENT	250	1000	B.BMMC5_B	SCENT (FDR)	#a5a083	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	blood	232	1420	496427	9746610	3.20773021476258	2.85154825899951	3.60840224191435	0.0600528857711508	3.76664545778239e-52	STARE	10	100	blood.K562	STARE (gABC, power law)	#96ced3	21-1464 variants	10-100 Kb	11-11 biosample pairs
GM12878	LCL	13	128	308166	9746610	3.2121975757384	1.91879303190459	5.3774498312295	0.262892048452469	0.0472948837109562	Kendall	250	1000	LCL.GM12878	Kendall correlation (access. at E x expr. at G)	#d3a9ce	35-134 variants	250-1000 Kb	7-7 biosample pairs
GM12878	LCL	24	234	308166	9746610	3.24387605281669	2.22055779518654	4.73877863879404	0.193376259442981	0.000120237589753538	scE2G_ATAC	100	250	LCL.GM12878	scE2G (scATAC)	#006479	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_B	B	4	43	278930	9746610	3.25049795772716	1.27827603862937	8.2656145103976	0.476180115771976	1	scE2G_multiome	100	250	B.PBMC5_B	scE2G (Multiome)	#792374	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_B	B	4	43	278930	9746610	3.25049795772716	1.27827603862937	8.2656145103976	0.476180115771976	1	scABC	100	250	B.PBMC5_B	ABC (A=scATAC, C=power law)	#0096a0	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_B	B	5	42	355355	9746610	3.26521566964223	1.43422502749329	7.4337242517036	0.419753204269241	1	scE2G_multiome	250	1000	B.BMMC5_B	scE2G (Multiome)	#792374	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_B	B	5	42	355355	9746610	3.26521566964223	1.43422502749329	7.4337242517036	0.419753204269241	1	scE2G_ATAC	250	1000	B.BMMC5_B	scE2G (scATAC)	#006479	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	spleen	44	262	496427	9746610	3.29723255821213	2.51822569732194	4.31722325544366	0.137517288513997	8.3699129856605e-10	STARE	10	100	spleen.K562	STARE (gABC, power law)	#96ced3	21-1464 variants	10-100 Kb	11-11 biosample pairs
GM12878	LCL	20	234	252448	9746610	3.29986210920106	2.17006958244824	5.01785289642923	0.213841403787098	0.000847301895806503	FigR	100	250	LCL.GM12878	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
GM12878	LCL	11	128	252448	9746610	3.31790823011076	1.88577402144107	5.8376639503307	0.288268651656716	0.10787115974265	FigR	250	1000	LCL.GM12878	FigR (p-value)	#bc9678	35-134 variants	250-1000 Kb	7-7 biosample pairs
PBMC5_B	B	4	42	278930	9746610	3.32789076624447	1.31020428306502	8.45277114050288	0.475598348134781	1	Kendall	250	1000	B.PBMC5_B	Kendall correlation (access. at E x expr. at G)	#d3a9ce	35-134 variants	250-1000 Kb	7-7 biosample pairs
GM12878	LCL	4	128	91210	9746610	3.33934395899572	1.27278172573512	8.76129649806268	0.492136353236082	1	SCENT	250	1000	LCL.GM12878	SCENT (FDR)	#a5a083	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	blood	242	1420	496367	9746610	3.34639890628405	2.9835885569898	3.7533277213254	0.0585510884021018	6.46620993537498e-58	Kendall	10	100	blood.K562	Kendall correlation (access. at E x expr. at G)	#d3a9ce	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	spleen	45	262	496367	9746610	3.37257728394976	2.58511970148629	4.39990362135819	0.135668519312051	2.09244165958516e-10	Kendall	10	100	spleen.K562	Kendall correlation (access. at E x expr. at G)	#d3a9ce	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_Erythroid	blood	191	1420	383786	9746610	3.41593409634169	2.99370011422955	3.89772031443193	0.067318004518473	5.22758323465576e-46	scE2G_ATAC	10	100	blood.BMMC5_Erythroid	scE2G (scATAC)	#006479	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_T	T	3	118	72093	9746610	3.43715991138565	1.1246928502565	10.5042619002532	0.569977589208594	1	ArchR	0	10	T.BMMC5_T	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
GM12878	LCL	123	1131	308166	9746610	3.43962719393494	2.91106535502045	4.06415995190655	0.085126041807971	2.47687090928533e-29	scE2G_multiome	10	100	LCL.GM12878	scE2G (Multiome)	#792374	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_NK	NK	4	224	50021	9746610	3.47947076513579	1.31738469943418	9.18996312211191	0.495535493486308	1	FigR	0	10	NK.PBMC5_NK	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
K562	blood	216	1420	425847	9746610	3.48149201374546	3.07916613442898	3.93638605798098	0.062655292494924	6.55551101727958e-54	DIRECTNET	10	100	blood.K562	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	spleen	41	262	430850	9746610	3.54005538492612	2.67249263981258	4.68925225149481	0.143436698241759	5.29413201272527e-10	ScenicPlus	10	100	spleen.K562	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	spleen	48	266	496367	9746610	3.54331929180887	2.74273899629477	4.57758161482587	0.130669179696148	5.25948515411571e-12	scE2G_multiome	0	10	spleen.K562	scE2G (Multiome)	#792374	118-999 variants	0-10 Kb	9-9 biosample pairs
K562	spleen	58	602	264810	9746610	3.54609780396676	2.77651398200153	4.5289920082567	0.124824544312275	5.31078971200558e-14	Cicero	0	30000	spleen.K562	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
K562	blood	223	1420	430850	9746610	3.55258117347464	3.14925805580825	4.00755758037979	0.0614845701754236	2.71345168794247e-57	ScenicPlus	10	100	blood.K562	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_Erythroid	blood	3	133	61034	9746610	3.60206353613825	1.17671219721176	11.0263680015563	0.570817942833675	1	SCENT	250	1000	blood.BMMC5_Erythroid	SCENT (FDR)	#a5a083	35-134 variants	250-1000 Kb	7-7 biosample pairs
PBMC5_NK	NK	4	41	260393	9746610	3.65174478763947	1.43942871533352	9.26425869652201	0.4749876912651	1	scE2G_ATAC	250	1000	NK.PBMC5_NK	scE2G (scATAC)	#006479	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	blood	45	241	496367	9746610	3.66645331284165	2.8171697312839	4.77176782994933	0.134437192485578	8.80089698949123e-12	Kendall	100	250	blood.K562	Kendall correlation (access. at E x expr. at G)	#d3a9ce	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_T	T	3	27	294625	9746610	3.67571206335738	1.26474580827159	10.6826676825875	0.544334345497141	1	ABC_distanceToTSS	100	250	T.PBMC5_T	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-243 variants	100-250 Kb	9-9 biosample pairs
GM12878	LCL	39	1131	91210	9746610	3.68479333406425	2.70690613959933	5.01594854588273	0.157353965004538	2.22999659049767e-09	SCENT	10	100	LCL.GM12878	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_Erythroid	blood	35	241	383786	9746610	3.68820848098416	2.71513440433649	5.01002152139415	0.156278064058023	7.15900125153337e-09	Kendall	100	250	blood.BMMC5_Erythroid	Kendall correlation (access. at E x expr. at G)	#d3a9ce	27-243 variants	100-250 Kb	9-9 biosample pairs
