numTSSEnhGene	distanceToTSS	normalizedATAC_enh	normalizedATAC_prom	numNearbyEnhancers	sumNearbyEnhancers	ubiqExpressed	numCandidateEnhGene	powerlawContact	ABC.Score	Kendall	features	n_features	AUPRC	AUPRC_95CI_low	AUPRC_95CI_high
1	1	1	0	0	1	0	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'sumNearbyEnhancers', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6225814549334675	0.5700858694891267	0.6683210445296974
1	1	1	1	0	1	0	1	0	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'numCandidateEnhGene', 'Kendall']	7	0.6225747694236904	0.5745698553856431	0.6679443851500986
1	1	0	0	1	0	1	0	1	0	1	['numTSSEnhGene', 'distanceToTSS', 'numNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'Kendall']	6	0.6225305480896955	0.5777036857874073	0.6752035001120512
1	0	0	0	0	0	1	1	0	0	1	['numTSSEnhGene', 'ubiqExpressed', 'numCandidateEnhGene', 'Kendall']	4	0.6224950123920637	0.5709874725004671	0.6701505253432618
1	1	0	0	1	1	0	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6224904476761852	0.5723165229147241	0.6713603267198287
0	1	0	0	1	0	1	1	0	1	1	['distanceToTSS', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	6	0.6224567341284428	0.5743254805713895	0.6715071584512711
0	1	0	0	0	0	1	0	1	1	1	['distanceToTSS', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	5	0.6224283941059161	0.5631430918104265	0.6648242102033812
0	1	0	1	0	0	1	0	1	1	1	['distanceToTSS', 'normalizedATAC_prom', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6223658430424066	0.5654168285626124	0.6655944656878016
0	0	1	0	1	1	1	1	0	1	1	['normalizedATAC_enh', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.622283598367531	0.5713461301669556	0.66856856960321
0	0	1	0	0	0	1	1	0	1	1	['normalizedATAC_enh', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	5	0.6222436185288934	0.568623867282992	0.673081515496602
0	1	0	1	1	0	1	1	0	1	1	['distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.6222251705270052	0.5767052083234052	0.6716965138827944
1	1	1	0	1	1	0	0	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6221846360943393	0.5721682578737356	0.6681789847164523
1	0	0	1	1	1	1	0	0	1	0	['numTSSEnhGene', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score']	6	0.6220584702062204	0.5729156311280774	0.6707081096208772
1	1	0	1	0	1	0	0	0	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'Kendall']	5	0.6220497583498508	0.5736432597787973	0.6715536458950017
0	0	1	1	1	0	1	1	0	1	1	['normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.6220388506320952	0.5668013628093759	0.6663522935919083
0	0	1	1	0	1	1	0	1	1	1	['normalizedATAC_enh', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.622017291456584	0.5692022332364013	0.6687027249655981
0	0	1	0	1	0	1	1	1	1	1	['normalizedATAC_enh', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6219855584078425	0.5708888957601272	0.6755849847118112
0	0	0	1	1	1	1	1	1	1	1	['normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6219837101811961	0.5717093005553413	0.670066797103468
1	0	0	1	0	0	1	0	0	1	0	['numTSSEnhGene', 'normalizedATAC_prom', 'ubiqExpressed', 'ABC.Score']	4	0.6219199143123795	0.5664283066064025	0.6703080253143923
0	1	1	1	0	1	1	0	1	1	1	['distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6219132544500366	0.5710238334285088	0.6697701866190536
0	0	0	0	0	0	1	1	1	1	1	['ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	5	0.6218977040032586	0.5626576417527157	0.66688557934346
0	1	0	1	0	1	1	1	0	1	1	['distanceToTSS', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.6217075429798544	0.5697377329905132	0.667216647879317
1	1	0	1	0	0	0	0	1	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'powerlawContact', 'Kendall']	5	0.6216791609243671	0.5664147873012813	0.6646237908908954
1	0	0	0	0	1	1	1	1	0	1	['numTSSEnhGene', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'Kendall']	6	0.6216218743769393	0.567052191542947	0.6704927652727681
1	0	1	1	0	1	0	1	0	0	1	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'numCandidateEnhGene', 'Kendall']	6	0.6215763231952143	0.5754235865596832	0.6661654664481299
1	0	0	1	0	0	0	0	1	0	1	['numTSSEnhGene', 'normalizedATAC_prom', 'powerlawContact', 'Kendall']	4	0.6215698177907873	0.565284462958608	0.6663957209864619
0	0	1	1	0	0	1	0	1	1	1	['normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6215406896987407	0.5702660532943473	0.6705456765663953
1	1	1	0	0	0	0	0	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6215110724458233	0.5701672692266833	0.6661728858368681
0	1	0	0	1	0	1	0	1	1	1	['distanceToTSS', 'numNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.621451682654485	0.5632713270612958	0.6677680015455258
0	1	0	1	1	0	1	1	1	1	1	['distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6214503011425571	0.5686268610474265	0.66753992124314
0	0	0	1	1	0	1	0	1	1	1	['normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6214402829183866	0.5656281500174859	0.6637615633786395
0	0	1	0	0	1	1	1	0	1	1	['normalizedATAC_enh', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	6	0.621428314407336	0.568754857145438	0.6689780790880928
1	1	0	0	0	1	1	1	0	0	1	['numTSSEnhGene', 'distanceToTSS', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'Kendall']	6	0.6214223888077883	0.5691762969667633	0.6661993338948102
0	1	0	0	1	1	1	1	0	1	1	['distanceToTSS', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.6213490819024021	0.565666841478382	0.6669827577574243
1	0	1	1	1	1	1	0	1	1	0	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score']	8	0.6213138866856945	0.5650889348920857	0.6675953278336283
0	1	0	1	0	0	1	1	0	1	1	['distanceToTSS', 'normalizedATAC_prom', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	6	0.6212969368033239	0.568297749779687	0.6680007308510791
1	1	0	1	0	1	0	0	1	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'powerlawContact', 'Kendall']	6	0.621191334170757	0.5687987842236039	0.6643793509883461
1	1	0	1	0	0	1	0	1	1	0	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'ubiqExpressed', 'powerlawContact', 'ABC.Score']	6	0.6211846084283551	0.5662715071860714	0.6706171589601854
0	1	0	0	0	0	1	0	0	1	1	['distanceToTSS', 'ubiqExpressed', 'ABC.Score', 'Kendall']	4	0.6211761843089744	0.5660992160204739	0.666038894374147
0	0	1	0	0	0	1	1	1	1	1	['normalizedATAC_enh', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6211549074323521	0.5707435701596287	0.6698126257114607
0	0	1	1	0	0	1	1	0	1	1	['normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	6	0.6209950469152609	0.5721329723029809	0.6616057761473829
0	0	1	0	0	1	1	1	1	1	1	['normalizedATAC_enh', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6209722139998987	0.565879541637198	0.67020794266571
0	1	1	0	0	1	1	1	1	1	1	['distanceToTSS', 'normalizedATAC_enh', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6209494857739869	0.5670549859342361	0.6687232851760514
1	1	1	0	0	0	0	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6209268623698914	0.5610418693365756	0.6662069981537264
1	0	1	1	0	0	1	0	0	1	0	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'ABC.Score']	5	0.6209110287088877	0.5651584609010419	0.6661482853932172
0	0	0	0	1	0	1	0	1	1	1	['numNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	5	0.6208196874025969	0.5664104467960472	0.6667716130197818
0	0	0	0	1	0	1	0	0	1	1	['numNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	4	0.6207915398003722	0.570843514489951	0.6738628350040184
1	1	1	1	0	0	1	1	1	1	0	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score']	8	0.6207607166816379	0.5668857566356137	0.6751255806262512
0	1	1	0	1	0	1	0	0	1	1	['distanceToTSS', 'normalizedATAC_enh', 'numNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	6	0.6207410687402305	0.5652795786110155	0.6658100185131699
1	0	1	1	1	1	1	0	0	1	0	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score']	7	0.620728043197358	0.5716315421231998	0.6709475448156275
1	1	1	1	1	1	0	1	1	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'numCandidateEnhGene', 'powerlawContact', 'Kendall']	9	0.6205967725962411	0.5704099149352128	0.6673223632650104
1	1	1	0	0	0	0	0	0	1	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'ABC.Score', 'Kendall']	5	0.6205964038758506	0.5670280460008337	0.6666080400489253
0	0	1	1	1	1	1	1	1	1	1	['normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.6205944955845666	0.5698721997547096	0.6658453207253853
0	1	0	0	1	0	1	0	0	1	1	['distanceToTSS', 'numNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	5	0.6205527666857388	0.5614409325388493	0.6647008273446777
0	1	1	0	0	0	1	1	1	1	1	['distanceToTSS', 'normalizedATAC_enh', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6205486949343483	0.5639475197528985	0.66927105680451
1	1	0	0	0	0	0	1	1	1	1	['numTSSEnhGene', 'distanceToTSS', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6205222608845274	0.5706693902122743	0.6721110376193908
0	1	1	0	0	0	1	0	0	1	1	['distanceToTSS', 'normalizedATAC_enh', 'ubiqExpressed', 'ABC.Score', 'Kendall']	5	0.6204419052692336	0.562787778350013	0.670808213376213
0	1	0	1	1	0	1	0	1	1	1	['distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6203551115852521	0.5706999758161045	0.6722404962391952
0	1	0	0	0	0	1	1	0	1	1	['distanceToTSS', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	5	0.620190115194123	0.5725845542833824	0.6680725904080204
0	0	0	1	1	0	1	0	0	1	1	['normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	5	0.6201689449156325	0.5667489153499538	0.667575435777955
0	1	0	1	1	0	1	0	0	1	1	['distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	6	0.6200668171660996	0.5657585363924086	0.663320931123879
0	0	1	1	0	1	1	1	1	1	1	['normalizedATAC_enh', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6199990053251938	0.5703926880206649	0.6689883893041774
1	1	0	1	1	0	0	0	1	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'powerlawContact', 'Kendall']	6	0.6199527448617667	0.5714854062189305	0.6713944694474578
0	1	0	1	0	1	1	0	1	1	1	['distanceToTSS', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6199374907016397	0.5628173955617722	0.6705378350241006
0	1	1	1	1	0	1	1	1	1	1	['distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.619891174146102	0.5635083471565175	0.6638879247505796
0	1	1	1	1	1	1	0	1	1	1	['distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.6198874652020131	0.5619606745541297	0.6658110029311761
0	1	1	0	1	1	1	1	1	1	1	['distanceToTSS', 'normalizedATAC_enh', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	9	0.6198621053773775	0.5602606178759637	0.6649748723758312
0	0	1	1	1	1	1	0	1	1	1	['normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.619840592731742	0.5688418346112681	0.6699573430441916
1	1	1	1	1	1	0	1	0	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'numCandidateEnhGene', 'Kendall']	8	0.6198182519489885	0.5698628835225388	0.6650584703721123
1	1	1	1	1	1	1	0	1	1	0	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score']	9	0.6197638774525761	0.5637760995906534	0.6682584411114773
0	0	0	0	1	1	1	1	1	1	1	['numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6197535657429613	0.5688087366217891	0.6704350836268183
0	1	0	0	0	1	1	1	0	1	1	['distanceToTSS', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	6	0.6197338074603165	0.5638878077350666	0.6679291561578855
1	1	0	1	0	0	0	1	1	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'numCandidateEnhGene', 'powerlawContact', 'Kendall']	6	0.619706575979614	0.5677107883862419	0.6653431788518261
1	1	0	1	1	0	0	1	0	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'numCandidateEnhGene', 'Kendall']	6	0.6197065156739348	0.5641564983115647	0.6658920902417036
0	1	0	1	0	0	1	0	0	1	1	['distanceToTSS', 'normalizedATAC_prom', 'ubiqExpressed', 'ABC.Score', 'Kendall']	5	0.6196365554945945	0.5685376575301501	0.6665252099637416
0	1	1	0	0	1	1	1	0	1	1	['distanceToTSS', 'normalizedATAC_enh', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.6196196704428693	0.5675242702387496	0.6652624445810184
1	0	0	1	0	0	0	1	1	0	1	['numTSSEnhGene', 'normalizedATAC_prom', 'numCandidateEnhGene', 'powerlawContact', 'Kendall']	5	0.6196032401352534	0.5626575849640165	0.6608479814668349
1	0	0	1	1	0	0	0	1	0	1	['numTSSEnhGene', 'normalizedATAC_prom', 'numNearbyEnhancers', 'powerlawContact', 'Kendall']	5	0.619570744583649	0.5731114605281479	0.6697532535483436
1	1	1	1	0	0	1	0	0	1	0	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'ABC.Score']	6	0.6195350285300406	0.5666625284504432	0.6679901987899566
0	1	0	1	1	1	1	1	0	1	1	['distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	8	0.6195102247649297	0.5679544033023043	0.6672963548622395
0	1	0	0	0	1	1	1	1	1	1	['distanceToTSS', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6194867197681431	0.5572966167646477	0.6609442366469233
0	0	0	0	0	0	1	0	0	1	1	['ubiqExpressed', 'ABC.Score', 'Kendall']	3	0.6194598065901347	0.5553422482842068	0.6622425850102294
0	0	0	0	0	1	1	1	1	1	1	['sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6193984589880701	0.5684159131842917	0.6656014538358513
0	1	1	1	0	0	1	1	1	1	1	['distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6193763302032452	0.5635614096183867	0.6644290236428457
0	1	0	1	0	0	1	1	1	1	1	['distanceToTSS', 'normalizedATAC_prom', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6193382088924336	0.565013426663418	0.6654699472827863
0	0	0	1	1	1	1	0	1	1	1	['normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6193010126300821	0.5627533147424417	0.6631043063232307
0	0	1	1	1	1	1	1	0	1	1	['normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	8	0.6192631565388025	0.566920829680005	0.6661226551558899
1	1	0	1	0	1	0	1	0	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'numCandidateEnhGene', 'Kendall']	6	0.6192270678290592	0.5642203749768864	0.6637262250324005
1	0	0	1	1	0	0	1	1	0	1	['numTSSEnhGene', 'normalizedATAC_prom', 'numNearbyEnhancers', 'numCandidateEnhGene', 'powerlawContact', 'Kendall']	6	0.6192010455422197	0.5679668155674034	0.6674550261338157
0	0	1	1	0	0	1	1	1	1	1	['normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6191930403180408	0.5685932352294155	0.6660532277686287
1	1	0	0	0	1	1	1	1	0	1	['numTSSEnhGene', 'distanceToTSS', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'Kendall']	7	0.6190851215869437	0.5713313058870411	0.6668924471228415
0	1	1	1	1	0	1	0	0	1	1	['distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	7	0.6190481577414462	0.5631337889740492	0.6610018382582671
1	1	0	1	0	0	0	1	0	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'numCandidateEnhGene', 'Kendall']	5	0.6189782502340063	0.5656799215684438	0.6667651694605176
0	1	0	0	1	1	1	0	1	1	1	['distanceToTSS', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	7	0.6189342350131736	0.5635989086965864	0.6657236652834396
1	1	0	1	1	0	0	1	1	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'numCandidateEnhGene', 'powerlawContact', 'Kendall']	7	0.618905372951645	0.5676657731703479	0.6660637806706398
0	1	1	1	0	0	1	0	0	1	1	['distanceToTSS', 'normalizedATAC_enh', 'normalizedATAC_prom', 'ubiqExpressed', 'ABC.Score', 'Kendall']	6	0.618891701913438	0.5622217459305828	0.6586758091607874
0	0	0	1	0	0	1	0	0	1	1	['normalizedATAC_prom', 'ubiqExpressed', 'ABC.Score', 'Kendall']	4	0.6188911929547661	0.5629984715978623	0.6690766949131751
1	0	0	1	0	1	0	0	1	0	1	['numTSSEnhGene', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'powerlawContact', 'Kendall']	5	0.6188873792852512	0.5659571482393606	0.6656982706843544
1	0	1	1	1	1	0	1	0	0	1	['numTSSEnhGene', 'normalizedATAC_enh', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'numCandidateEnhGene', 'Kendall']	7	0.6188429216846559	0.5731189232568294	0.6650670474419624
0	1	0	0	0	0	1	1	1	1	1	['distanceToTSS', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6188238330471884	0.5602902873259956	0.6690466083744383
0	1	1	0	1	0	1	1	0	1	1	['distanceToTSS', 'normalizedATAC_enh', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score', 'Kendall']	7	0.6188159678335298	0.5680350976498301	0.666669753466325
0	1	0	1	1	1	1	0	1	1	1	['distanceToTSS', 'normalizedATAC_prom', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6187413543722966	0.5606389663085055	0.6656566712702024
0	0	0	0	1	1	1	0	0	1	1	['numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	5	0.6187066246275	0.5616278951122039	0.6663649330755471
0	0	0	1	0	0	1	0	1	1	1	['normalizedATAC_prom', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	5	0.6186864471839026	0.5661292824526543	0.6668179328355243
1	0	0	0	1	1	1	1	1	0	1	['numTSSEnhGene', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'Kendall']	7	0.6184958576915996	0.5638519519740737	0.6663134005333925
0	0	1	0	1	1	1	1	1	1	1	['normalizedATAC_enh', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'powerlawContact', 'ABC.Score', 'Kendall']	8	0.6184481004543336	0.5655809938658469	0.6703256637756393
1	0	0	1	1	0	0	1	0	0	1	['numTSSEnhGene', 'normalizedATAC_prom', 'numNearbyEnhancers', 'numCandidateEnhGene', 'Kendall']	5	0.6182877490575173	0.5620453050157282	0.6570610840882527
0	1	0	0	0	1	1	0	1	1	1	['distanceToTSS', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6182597891545272	0.5612495523077403	0.6647980888029581
0	1	0	1	0	1	1	0	0	1	1	['distanceToTSS', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	6	0.6182478327175959	0.5606444360675281	0.6647515024521021
0	1	0	0	0	1	1	0	0	1	1	['distanceToTSS', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	5	0.6182292112709983	0.5649261940451918	0.6643440851993901
0	0	0	0	1	1	1	0	1	1	1	['numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	6	0.6181146523462185	0.5607586972776295	0.6632938470957166
1	0	0	0	1	1	1	0	1	0	1	['numTSSEnhGene', 'numNearbyEnhancers', 'sumNearbyEnhancers', 'ubiqExpressed', 'powerlawContact', 'Kendall']	6	0.6180901261750289	0.5646857770539337	0.6662390403300775
1	0	0	0	1	0	1	1	0	1	0	['numTSSEnhGene', 'numNearbyEnhancers', 'ubiqExpressed', 'numCandidateEnhGene', 'ABC.Score']	5	0.6179800711640319	0.5639648821204507	0.6674325382571229
0	1	1	0	0	1	1	0	0	1	1	['distanceToTSS', 'normalizedATAC_enh', 'sumNearbyEnhancers', 'ubiqExpressed', 'ABC.Score', 'Kendall']	6	0.6179306430276286	0.5644096790747587	0.672016216385811
0	0	0	0	0	0	1	0	1	1	1	['ubiqExpressed', 'powerlawContact', 'ABC.Score', 'Kendall']	4	0.6179025096845971	0.5634006269508248	0.6687856821939174
1	1	0	1	0	1	0	1	1	0	1	['numTSSEnhGene', 'distanceToTSS', 'normalizedATAC_prom', 'sumNearbyEnhancers', 'numCandidateEnhGene', 'powerlawContact', 'Kendall']	7	0.6178666128952273	0.5610501462792968	0.6630201831060275
