trait	nVariantsOverlappingEnhancers	biosample	nVariantsTotal	bpEnhancers	nCommonVariantsOverlappingEnhancers	nCommonVariantsTotal	recall	enrichment	method	biosampleGroup	traitGroup	SE_log_enr	CI_enr_low	CI_enr_high	p_enr	p_adjust_enr	recall_adjust	SE_recall	CI_recall_low	CI_recall_high	significant_enr	n_cells	unique_fragments	dataset	biosample_name	ext_biosample_name	pred_file	ATAC_bw
BFP	26	BMMC22_CD16_pos_Mono	662	46483362	123970	9746610	0.0392749244712991	3.08782263129151	scE2G_multiome	FALSE	FALSE	0.192234300365838	2.11846948548317	4.50072501287004	2.14418557905015e-07	0.000767832855857859	0.042042042042042	0.00777638960892622	0.0240334809080522	0.054516368034546	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
BMI	17	BMMC22_CD16_pos_Mono	815	46483362	123970	9746610	0.0208588957055215	1.6399412879922	scE2G_multiome	FALSE	FALSE	0.240000746148415	1.02456447768657	2.62492745613639	0.0189030531370815	1	0.0231990231990232	0.00526012350556666	0.0105492430803782	0.0311685483306647	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
BW	27	BMMC22_CD16_pos_Mono	953	46483362	123970	9746610	0.0283315844700944	2.22744941931167	scE2G_multiome	FALSE	FALSE	0.1897122576878	1.53576400482844	3.23065972375497	5.79265264875894e-05	0.207434891352058	0.0303030303030303	0.0055412160106969	0.0174710006585718	0.0391921682816171	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Balding_Type4	9	BMMC22_CD16_pos_Mono	457	46483362	123970	9746610	0.0196936542669584	1.54832917330709	scE2G_multiome	FALSE	FALSE	0.330042700378594	0.810831180010061	2.95662437263952	0.0703673718412876	1	0.0238611713665944	0.0071080620671573	0.0057621086154548	0.0336251999184621	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Baso	20	BMMC22_CD16_pos_Mono	137	46483362	123970	9746610	0.145985401459854	11.4774765969398	scE2G_multiome	FALSE	FALSE	0.206649513240273	7.65501474061777	17.2086499499895	1.09911762499566e-16	3.93594021510946e-13	0.156028368794326	0.0305601971844976	0.0860885156177963	0.205882287301912	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Blood_counts	501	BMMC22_CD16_pos_Mono	6017	46483362	123970	9746610	0.0832640850922387	6.54628187788065	scE2G_multiome	FALSE	TRUE	0.0427842681192757	6.01972520711943	7.11889744966865	3.8800271725961e-234	1.38943773050666e-230	0.0835409400431822	0.00356592249662443	0.0762750054271936	0.0902531647572837	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
BrC	2	BMMC22_CD16_pos_Mono	57	46483362	123970	9746610	0.0350877192982456	2.75862156803641	scE2G_multiome	FALSE	FALSE	0.69459859175666	0.707047733041267	10.7630540344176	0.0362127009056011	1	0.0655737704918033	0.0316936801672788	-0.0270307523671523	0.0972061909636435	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
CAD	1	BMMC22_CD16_pos_Mono	40	46483362	123970	9746610	0.025	1.96551786722594	scE2G_multiome	FALSE	FALSE	0.987428846774493	0.283776245101876	13.6137557426538	0.0919034518900972	1	0.0681818181818182	0.0379991201606395	-0.0494769069590633	0.0994769069590633	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
CRC	1	BMMC22_CD16_pos_Mono	5	46483362	123970	9746610	0.2	15.7241429378075	scE2G_multiome	FALSE	FALSE	0.894435154867834	2.72409593989713	90.7635694864476	0.00157705264887931	1	0.333333333333333	0.157134840263677	-0.107978627633262	0.507978627633262	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
CRP	34	BMMC22_CD16_pos_Mono	440	46483362	123970	9746610	0.0772727272727273	6.07523704415291	scE2G_multiome	FALSE	FALSE	0.164747265290363	4.39875832202402	8.39066446498131	2.38311311906375e-17	8.53392807936729e-14	0.0810810810810811	0.0129540890072814	0.0518831793659296	0.102662275179525	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Ca	22	BMMC22_CD16_pos_Mono	516	46483362	123970	9746610	0.0426356589147287	3.35204597511401	scE2G_multiome	FALSE	FALSE	0.208614198095041	2.22708728907963	5.04525003324926	3.59735779703054e-07	0.00128821382711664	0.0461538461538462	0.00920113586623676	0.0246017640000449	0.0606695538294125	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Cholelithiasis	2	BMMC22_CD16_pos_Mono	25	46483362	123970	9746610	0.08	6.28965717512301	scE2G_multiome	FALSE	FALSE	0.678240962180445	1.6645897677745	23.7654875371885	0.00383859272499658	1	0.137931034482759	0.0640328752334662	-0.0455021292841405	0.20550212928414	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
DBP	9	BMMC22_CD16_pos_Mono	352	46483362	123970	9746610	0.0255681818181818	2.01018872784471	scE2G_multiome	FALSE	FALSE	0.329052340844948	1.05474378016421	3.83112827735741	0.0159229878498797	1	0.0308988764044944	0.00917129986030465	0.00759276440056748	0.0435435992357962	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
DVT	15	BMMC22_CD16_pos_Mono	247	46483362	123970	9746610	0.0607287449392713	4.77453732929379	scE2G_multiome	FALSE	FALSE	0.250244019764576	2.92363530309302	7.79721283454982	1.64786438476087e-07	0.000590100236182868	0.0677290836653386	0.0158606801514093	0.0296423830721998	0.0918151068063427	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Eosino	82	BMMC22_CD16_pos_Mono	1104	46483362	123970	9746610	0.0742753623188406	5.83958206929446	scE2G_multiome	FALSE	FALSE	0.1062591984479	4.74169671695163	7.19167015092191	4.71450412519469e-37	1.68826392723222e-33	0.075812274368231	0.00795206608845921	0.0586895991827782	0.0898611254549029	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
FEV1FVC	32	BMMC22_CD16_pos_Mono	821	46483362	123970	9746610	0.0389768574908648	3.06438839226456	scE2G_multiome	FALSE	FALSE	0.173305318733509	2.18185584714541	4.30389396757427	1.48175312710618e-08	5.30615794816723e-05	0.0412121212121212	0.00692064826857686	0.0254126361347847	0.0525410788469449	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Fibroblastic_Disorders	2	BMMC22_CD16_pos_Mono	54	46483362	123970	9746610	0.037037037037037	2.91187832181621	scE2G_multiome	FALSE	FALSE	0.693896630356629	0.74735568184597	11.3453815459327	0.0315613366331119	1	0.0689655172413793	0.0332724579777247	-0.0281757822764257	0.1022498563505	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
GGT	44	BMMC22_CD16_pos_Mono	745	46483362	123970	9746610	0.0590604026845638	4.64337106888276	scE2G_multiome	FALSE	FALSE	0.146244043027878	3.48618344347264	6.18467020824938	3.06150890861534e-17	1.09632634017515e-13	0.061415220293725	0.00877271158982112	0.0418662039217572	0.0762546014473703	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Glaucoma_Combined	1	BMMC22_CD16_pos_Mono	35	46483362	123970	9746610	0.0285714285714286	2.2463061339725	scE2G_multiome	FALSE	FALSE	0.98561872447708	0.325468351141271	15.5034774651017	0.0730351740812003	1	0.0769230769230769	0.0426692458634792	-0.0550587565684753	0.112201613711332	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Glucose	6	BMMC22_CD16_pos_Mono	210	46483362	123970	9746610	0.0285714285714286	2.2463061339725	scE2G_multiome	FALSE	FALSE	0.402381871949396	1.02084750732525	4.94284524506835	0.0188042756162189	1	0.0373831775700935	0.012967550371582	0.00315549687541893	0.0539873602674382	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
HDLC	45	BMMC22_CD16_pos_Mono	692	46483362	123970	9746610	0.065028901734104	5.11261872977846	scE2G_multiome	FALSE	FALSE	0.144150724758016	3.85426958001915	6.78179606626054	3.47205778306105e-19	1.24334389211416e-15	0.0675287356321839	0.00951168409554694	0.0463863434745096	0.0836714599936985	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Hb	41	BMMC22_CD16_pos_Mono	693	46483362	123970	9746610	0.0591630591630592	4.65144199458953	scE2G_multiome	FALSE	FALSE	0.151491436429903	3.45651037683483	6.25946699712885	2.99417588049633e-16	1.07221438280574e-12	0.0616929698708752	0.0091132636511305	0.0413013906252254	0.0770247277008929	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
HbA1c	53	BMMC22_CD16_pos_Mono	873	46483362	123970	9746610	0.0607101947308133	4.77307889864719	scE2G_multiome	FALSE	FALSE	0.133133653184527	3.67684262922612	6.19615373027433	8.08550405779949e-21	2.895419003098e-17	0.0627137970353478	0.0081868694198149	0.0446642255218438	0.0767561639397828	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Height	97	BMMC22_CD16_pos_Mono	2195	46483362	123970	9746610	0.0441913439635535	3.47435504548367	scE2G_multiome	FALSE	FALSE	0.0992737559864108	2.86004076156567	4.22061921084989	1.80875653279546e-25	6.47715714394054e-22	0.0450204638472033	0.0044217012935436	0.0355249686778139	0.0528577192492932	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Ht	37	BMMC22_CD16_pos_Mono	682	46483362	123970	9746610	0.0542521994134897	4.26534669134075	scE2G_multiome	FALSE	FALSE	0.159885264843394	3.11788255896476	5.83510829970845	1.00717363746962e-13	3.60668879577871e-10	0.0568513119533528	0.00884093648016212	0.0369242823227657	0.0715801165042138	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Hypothyroidism	4	BMMC22_CD16_pos_Mono	56	46483362	123970	9746610	0.0714285714285714	5.61576533493126	scE2G_multiome	FALSE	FALSE	0.481820019697634	2.18415274827241	14.4389261794809	0.000741726486965488	1	0.1	0.0387298334620742	-0.00448050728432817	0.147337650141471	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
IBD	2	BMMC22_CD16_pos_Mono	5	46483362	123970	9746610	0.4	31.4482858756151	scE2G_multiome	FALSE	FALSE	0.547730521373084	10.7489963064882	92.0080960412499	2.0187201304037e-05	0.0722903678697565	0.444444444444444	0.165634664999984	0.0753620220086736	0.724637977991327	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
IGF1	43	BMMC22_CD16_pos_Mono	1041	46483362	123970	9746610	0.0413064361191162	3.247541528942	scE2G_multiome	FALSE	FALSE	0.149323733832181	2.42353960225804	4.351703587751	1.38914391168397e-11	4.9745243477403e-08	0.0430622009569378	0.0062795976927245	0.0289986508039754	0.0536142214342571	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Insomnia	3	BMMC22_CD16_pos_Mono	29	46483362	123970	9746610	0.103448275862069	8.13317738162459	scE2G_multiome	FALSE	FALSE	0.546680237458452	2.7856412342791	23.7462647762997	0.00048204792379786	1	0.151515151515152	0.0624155940053863	-0.0188840404621623	0.2257805921863	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
LDLC	29	BMMC22_CD16_pos_Mono	592	46483362	123970	9746610	0.0489864864864865	3.85135257767245	scE2G_multiome	FALSE	FALSE	0.1810979123231	2.70061363564511	5.49242456668596	3.51629928752067e-10	1.25918677486115e-06	0.052013422818792	0.0090956906480418	0.0311592604018068	0.0668137125711662	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
LOY	24	BMMC22_CD16_pos_Mono	206	46483362	123970	9746610	0.116504854368932	9.15969491522769	scE2G_multiome	FALSE	FALSE	0.191873275309637	6.2886609513488	13.3414746937586	4.40256661248641e-17	1.57655910393138e-13	0.123809523809524	0.0227282837874271	0.0719582367151693	0.161051472022695	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Lym	75	BMMC22_CD16_pos_Mono	872	46483362	123970	9746610	0.0860091743119266	6.76210275421769	scE2G_multiome	FALSE	FALSE	0.11040064633604	5.44638785103976	8.39566239298749	2.11258246092796e-38	7.56515779258302e-35	0.0878995433789954	0.0095667096430048	0.0672587679610852	0.104759580662768	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
MAP	12	BMMC22_CD16_pos_Mono	340	46483362	123970	9746610	0.0352941176470588	2.77484875373074	scE2G_multiome	FALSE	FALSE	0.283543070799573	1.59179456294624	4.83717295266394	0.000506784026504497	1	0.0406976744186047	0.010653279563219	0.0144140733859131	0.0561741619082046	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
MCH	81	BMMC22_CD16_pos_Mono	1021	46483362	123970	9746610	0.079333986287953	6.23729470108918	scE2G_multiome	FALSE	FALSE	0.106620566701095	5.06105052879846	7.68691104087264	1.08050999861698e-38	3.86930630504741e-35	0.0809756097560976	0.00852076719211196	0.0626335894707631	0.0960343831051429	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
MCHC	16	BMMC22_CD16_pos_Mono	188	46483362	123970	9746610	0.0851063829787234	6.69112465438619	scE2G_multiome	FALSE	FALSE	0.239133142516737	4.18744022717691	10.6917703206759	4.65187326755187e-10	1.66583581711032e-06	0.09375	0.0210358000278692	0.0438769725381132	0.126335793419334	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
MCV	81	BMMC22_CD16_pos_Mono	1109	46483362	123970	9746610	0.073038773669973	5.74236058594414	scE2G_multiome	FALSE	FALSE	0.10698443678211	4.65613048282414	7.08199764174225	4.10724260115824e-36	1.47080357547477e-32	0.0745732255166217	0.00787435358248666	0.0576053242467652	0.0884722230931808	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Mono	116	BMMC22_CD16_pos_Mono	986	46483362	123970	9746610	0.117647058823529	9.24949584576914	scE2G_multiome	FALSE	FALSE	0.0872231624987241	7.7960312473536	10.973939262999	1.05722045579622e-72	3.78590645220626e-69	0.119191919191919	0.0102978474553375	0.0974636486927805	0.137830468954278	significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Mood_Swings	1	BMMC22_CD16_pos_Mono	38	46483362	123970	9746610	0.0263157894736842	2.06896617602731	scE2G_multiome	FALSE	FALSE	0.986762345933848	0.299102304474003	14.3115615410349	0.0841959373279642	1	0.0714285714285714	0.0397391885902991	-0.051571588938147	0.104203167885515	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Morning_Person	2	BMMC22_CD16_pos_Mono	146	46483362	123970	9746610	0.0136986301369863	1.07699609163065	scE2G_multiome	FALSE	FALSE	0.702254847044702	0.271927868022428	4.26554508672879	0.284439691694011	1	0.0266666666666667	0.01315435429951	-0.0120834305299329	0.0394806908039055	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Nervous_Feelings	1	BMMC22_CD16_pos_Mono	37	46483362	123970	9746610	0.027027027027027	2.1248841807848	scE2G_multiome	FALSE	FALSE	0.986401887700062	0.307403249676029	14.6879799953578	0.0804202877072992	1	0.0731707317073171	0.0406702311365549	-0.0526851612435401	0.106739215297594	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
Neuroticism	3	BMMC22_CD16_pos_Mono	89	46483362	123970	9746610	0.0337078651685393	2.65013645019228	scE2G_multiome	FALSE	FALSE	0.567544199078635	0.871312084341522	8.06051394311306	0.0272421672475301	1	0.0537634408602151	0.0233884755388883	-0.0121327045409777	0.0795484348780563	not_significant	1894	23116168	BMMC22	BMMC CD16+ monocytes		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_BMMC/BMMC22_CD16_pos_Mono/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/BMMC/BMMC22_CD16_pos_Mono/ATAC_norm.bw
