GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	Biosample	distance_min	distance_max	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	tissue.biosample	pred_name_long	hex	count	cat	pairs
T	329	326	PBMC5_T	0	10	1410	0.233333333333333	0.231205673758865	0.990881458966565	scABC	T.PBMC5_T	ABC (A=scATAC, C=power law)	#0096a0	162-1444 variants	0-10 Kb	3-11 biosample pairs
blood	132	90	K562	10	100	1474	0.0895522388059701	0.0610583446404342	0.681818181818182	scABC	blood.K562	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
spleen	22	15	K562	10	100	269	0.0817843866171004	0.0557620817843866	0.681818181818182	scABC	spleen.K562	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
LCL	161	118	GM12878	10	100	1165	0.138197424892704	0.101287553648069	0.732919254658385	scABC	LCL.GM12878	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
B	40	32	BMMC5_B	10	100	276	0.144927536231884	0.115942028985507	0.8	scABC	B.BMMC5_B	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
T	291	212	BMMC5_T	10	100	2634	0.110478359908884	0.0804859529233106	0.728522336769759	scABC	T.BMMC5_T	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
myeloid	424	310	BMMC5_Myeloid	10	100	2223	0.190733243364822	0.139451192082771	0.731132075471698	scABC	myeloid.BMMC5_Myeloid	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
dendritic	8	7	BMMC5_Dendritic	10	100	21	0.380952380952381	0.333333333333333	0.875	scABC	dendritic.BMMC5_Dendritic	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
blood	133	90	BMMC5_Erythroid	10	100	1474	0.0902306648575305	0.0610583446404342	0.676691729323308	scABC	blood.BMMC5_Erythroid	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
B	33	27	PBMC5_B	10	100	276	0.119565217391304	0.0978260869565217	0.818181818181818	scABC	B.PBMC5_B	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
dendritic	8	8	PBMC5_DC	10	100	21	0.380952380952381	0.380952380952381	1	scABC	dendritic.PBMC5_DC	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
myeloid	401	295	PBMC5_Mono	10	100	2223	0.180386864597391	0.132703553756185	0.735660847880299	scABC	myeloid.PBMC5_Mono	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
NK	56	44	PBMC5_NK	10	100	372	0.150537634408602	0.118279569892473	0.785714285714286	scABC	NK.PBMC5_NK	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
T	272	200	PBMC5_T	10	100	2634	0.103264996203493	0.0759301442672741	0.735294117647059	scABC	T.PBMC5_T	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
blood	11	4	K562	100	250	243	0.0452674897119342	0.0164609053497942	0.363636363636364	scABC	blood.K562	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
spleen	2	0	K562	100	250	47	0.0425531914893617	0	0	scABC	spleen.K562	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
LCL	14	6	GM12878	100	250	240	0.0583333333333333	0.025	0.428571428571429	scABC	LCL.GM12878	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
B	6	1	BMMC5_B	100	250	52	0.115384615384615	0.0192307692307692	0.166666666666667	scABC	B.BMMC5_B	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
T	37	9	BMMC5_T	100	250	650	0.0569230769230769	0.0138461538461538	0.243243243243243	scABC	T.BMMC5_T	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
myeloid	52	19	BMMC5_Myeloid	100	250	426	0.122065727699531	0.0446009389671362	0.365384615384615	scABC	myeloid.BMMC5_Myeloid	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
blood	13	1	BMMC5_Erythroid	100	250	243	0.0534979423868313	0.00411522633744856	0.0769230769230769	scABC	blood.BMMC5_Erythroid	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
B	4	1	PBMC5_B	100	250	52	0.0769230769230769	0.0192307692307692	0.25	scABC	B.PBMC5_B	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
myeloid	49	14	PBMC5_Mono	100	250	426	0.115023474178404	0.0328638497652582	0.285714285714286	scABC	myeloid.PBMC5_Mono	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
NK	6	1	PBMC5_NK	100	250	59	0.101694915254237	0.0169491525423729	0.166666666666667	scABC	NK.PBMC5_NK	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
T	36	12	PBMC5_T	100	250	650	0.0553846153846154	0.0184615384615385	0.333333333333333	scABC	T.PBMC5_T	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
blood	6	0	K562	250	1000	137	0.0437956204379562	0	0	scABC	blood.K562	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
spleen	1	0	K562	250	1000	35	0.0285714285714286	0	0	scABC	spleen.K562	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
LCL	4	0	GM12878	250	1000	132	0.0303030303030303	0	0	scABC	LCL.GM12878	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
B	3	0	BMMC5_B	250	1000	50	0.06	0	0	scABC	B.BMMC5_B	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
T	17	0	BMMC5_T	250	1000	496	0.0342741935483871	0	0	scABC	T.BMMC5_T	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
myeloid	8	0	BMMC5_Myeloid	250	1000	251	0.0318725099601594	0	0	scABC	myeloid.BMMC5_Myeloid	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
blood	6	0	BMMC5_Erythroid	250	1000	137	0.0437956204379562	0	0	scABC	blood.BMMC5_Erythroid	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
B	2	0	PBMC5_B	250	1000	50	0.04	0	0	scABC	B.PBMC5_B	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
myeloid	9	0	PBMC5_Mono	250	1000	251	0.0358565737051793	0	0	scABC	myeloid.PBMC5_Mono	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
NK	2	0	PBMC5_NK	250	1000	44	0.0454545454545455	0	0	scABC	NK.PBMC5_NK	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
T	19	0	PBMC5_T	250	1000	496	0.0383064516129032	0	0	scABC	T.PBMC5_T	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
blood	437	371	K562	0	30000	2861	0.152743795875568	0.129674938832576	0.848970251716247	scABC	blood.K562	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
spleen	86	74	K562	0	30000	621	0.138486312399356	0.119162640901771	0.86046511627907	scABC	spleen.K562	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
LCL	438	381	GM12878	0	30000	2404	0.182196339434276	0.158485856905158	0.86986301369863	scABC	LCL.GM12878	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
B	98	82	BMMC5_B	0	30000	540	0.181481481481482	0.151851851851852	0.836734693877551	scABC	B.BMMC5_B	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
T	694	567	BMMC5_T	0	30000	5192	0.13366718027735	0.109206471494607	0.81700288184438	scABC	T.BMMC5_T	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
myeloid	1029	870	BMMC5_Myeloid	0	30000	4346	0.23676944316613	0.200184077312471	0.845481049562682	scABC	myeloid.BMMC5_Myeloid	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
dendritic	13	10	BMMC5_Dendritic	0	30000	35	0.371428571428571	0.285714285714286	0.769230769230769	scABC	dendritic.BMMC5_Dendritic	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
blood	406	339	BMMC5_Erythroid	0	30000	2861	0.141908423628102	0.118490038448095	0.834975369458128	scABC	blood.BMMC5_Erythroid	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
B	86	75	PBMC5_B	0	30000	540	0.159259259259259	0.138888888888889	0.872093023255814	scABC	B.PBMC5_B	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
dendritic	10	10	PBMC5_DC	0	30000	35	0.285714285714286	0.285714285714286	1	scABC	dendritic.PBMC5_DC	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
myeloid	982	824	PBMC5_Mono	0	30000	4346	0.225954901058445	0.189599631845375	0.839103869653768	scABC	myeloid.PBMC5_Mono	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
NK	144	123	PBMC5_NK	0	30000	701	0.205420827389444	0.17546362339515	0.854166666666667	scABC	NK.PBMC5_NK	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
T	656	538	PBMC5_T	0	30000	5192	0.126348228043143	0.103620955315871	0.820121951219512	scABC	T.PBMC5_T	ABC (A=scATAC, C=power law)	#0096a0	35-5192 variants	All variants	3-13 biosample pairs
blood	291	283	K562	0	10	1001	0.290709290709291	0.282717282717283	0.972508591065292	ABC_distanceToTSS	blood.K562	In element (ABC) & distance to TSS	#96a0b3	162-1444 variants	0-10 Kb	3-11 biosample pairs
spleen	67	62	K562	0	10	268	0.25	0.23134328358209	0.925373134328358	ABC_distanceToTSS	spleen.K562	In element (ABC) & distance to TSS	#96a0b3	162-1444 variants	0-10 Kb	3-11 biosample pairs
LCL	263	260	GM12878	0	10	866	0.303695150115473	0.300230946882217	0.988593155893536	ABC_distanceToTSS	LCL.GM12878	In element (ABC) & distance to TSS	#96a0b3	162-1444 variants	0-10 Kb	3-11 biosample pairs
B	51	51	BMMC5_B	0	10	162	0.314814814814815	0.314814814814815	1	ABC_distanceToTSS	B.BMMC5_B	In element (ABC) & distance to TSS	#96a0b3	162-1444 variants	0-10 Kb	3-11 biosample pairs
T	365	357	BMMC5_T	0	10	1410	0.25886524822695	0.253191489361702	0.978082191780822	ABC_distanceToTSS	T.BMMC5_T	In element (ABC) & distance to TSS	#96a0b3	162-1444 variants	0-10 Kb	3-11 biosample pairs
myeloid	565	555	BMMC5_Myeloid	0	10	1444	0.391274238227147	0.384349030470914	0.982300884955752	ABC_distanceToTSS	myeloid.BMMC5_Myeloid	In element (ABC) & distance to TSS	#96a0b3	162-1444 variants	0-10 Kb	3-11 biosample pairs
blood	270	258	BMMC5_Erythroid	0	10	1001	0.26973026973027	0.257742257742258	0.955555555555556	ABC_distanceToTSS	blood.BMMC5_Erythroid	In element (ABC) & distance to TSS	#96a0b3	162-1444 variants	0-10 Kb	3-11 biosample pairs
B	47	47	PBMC5_B	0	10	162	0.290123456790123	0.290123456790123	1	ABC_distanceToTSS	B.PBMC5_B	In element (ABC) & distance to TSS	#96a0b3	162-1444 variants	0-10 Kb	3-11 biosample pairs
myeloid	540	531	PBMC5_Mono	0	10	1444	0.373961218836565	0.367728531855956	0.983333333333333	ABC_distanceToTSS	myeloid.PBMC5_Mono	In element (ABC) & distance to TSS	#96a0b3	162-1444 variants	0-10 Kb	3-11 biosample pairs
NK	80	79	PBMC5_NK	0	10	226	0.353982300884956	0.349557522123894	0.9875	ABC_distanceToTSS	NK.PBMC5_NK	In element (ABC) & distance to TSS	#96a0b3	162-1444 variants	0-10 Kb	3-11 biosample pairs
T	342	336	PBMC5_T	0	10	1410	0.242553191489362	0.238297872340426	0.982456140350877	ABC_distanceToTSS	T.PBMC5_T	In element (ABC) & distance to TSS	#96a0b3	162-1444 variants	0-10 Kb	3-11 biosample pairs
blood	216	168	K562	10	100	1474	0.146540027137042	0.113975576662144	0.777777777777778	ABC_distanceToTSS	blood.K562	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
spleen	36	24	K562	10	100	269	0.133828996282528	0.0892193308550186	0.666666666666667	ABC_distanceToTSS	spleen.K562	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
LCL	191	150	GM12878	10	100	1165	0.163948497854077	0.128755364806867	0.785340314136126	ABC_distanceToTSS	LCL.GM12878	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
B	48	41	BMMC5_B	10	100	276	0.173913043478261	0.148550724637681	0.854166666666667	ABC_distanceToTSS	B.BMMC5_B	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
T	417	350	BMMC5_T	10	100	2634	0.158314350797267	0.13287775246773	0.839328537170264	ABC_distanceToTSS	T.BMMC5_T	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
myeloid	570	471	BMMC5_Myeloid	10	100	2223	0.256410256410256	0.211875843454791	0.826315789473684	ABC_distanceToTSS	myeloid.BMMC5_Myeloid	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
dendritic	7	6	BMMC5_Dendritic	10	100	21	0.333333333333333	0.285714285714286	0.857142857142857	ABC_distanceToTSS	dendritic.BMMC5_Dendritic	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
blood	229	188	BMMC5_Erythroid	10	100	1474	0.155359565807327	0.127544097693351	0.820960698689956	ABC_distanceToTSS	blood.BMMC5_Erythroid	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
B	40	35	PBMC5_B	10	100	276	0.144927536231884	0.126811594202899	0.875	ABC_distanceToTSS	B.PBMC5_B	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
dendritic	7	7	PBMC5_DC	10	100	21	0.333333333333333	0.333333333333333	1	ABC_distanceToTSS	dendritic.PBMC5_DC	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
myeloid	524	435	PBMC5_Mono	10	100	2223	0.235717498875394	0.195681511470985	0.830152671755725	ABC_distanceToTSS	myeloid.PBMC5_Mono	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
NK	64	59	PBMC5_NK	10	100	372	0.172043010752688	0.158602150537634	0.921875	ABC_distanceToTSS	NK.PBMC5_NK	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
T	389	320	PBMC5_T	10	100	2634	0.147684130599848	0.121488230827639	0.822622107969152	ABC_distanceToTSS	T.PBMC5_T	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
blood	18	0	K562	100	250	243	0.0740740740740741	0	0	ABC_distanceToTSS	blood.K562	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
spleen	3	0	K562	100	250	47	0.0638297872340426	0	0	ABC_distanceToTSS	spleen.K562	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
LCL	14	0	GM12878	100	250	240	0.0583333333333333	0	0	ABC_distanceToTSS	LCL.GM12878	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
B	8	0	BMMC5_B	100	250	52	0.153846153846154	0	0	ABC_distanceToTSS	B.BMMC5_B	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
T	58	0	BMMC5_T	100	250	650	0.0892307692307692	0	0	ABC_distanceToTSS	T.BMMC5_T	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
myeloid	48	0	BMMC5_Myeloid	100	250	426	0.112676056338028	0	0	ABC_distanceToTSS	myeloid.BMMC5_Myeloid	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
blood	18	0	BMMC5_Erythroid	100	250	243	0.0740740740740741	0	0	ABC_distanceToTSS	blood.BMMC5_Erythroid	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
B	5	0	PBMC5_B	100	250	52	0.0961538461538462	0	0	ABC_distanceToTSS	B.PBMC5_B	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
myeloid	46	0	PBMC5_Mono	100	250	426	0.107981220657277	0	0	ABC_distanceToTSS	myeloid.PBMC5_Mono	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
NK	4	0	PBMC5_NK	100	250	59	0.0677966101694915	0	0	ABC_distanceToTSS	NK.PBMC5_NK	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
T	49	0	PBMC5_T	100	250	650	0.0753846153846154	0	0	ABC_distanceToTSS	T.PBMC5_T	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
blood	8	0	K562	250	1000	137	0.0583941605839416	0	0	ABC_distanceToTSS	blood.K562	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
spleen	3	0	K562	250	1000	35	0.0857142857142857	0	0	ABC_distanceToTSS	spleen.K562	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
LCL	6	0	GM12878	250	1000	132	0.0454545454545455	0	0	ABC_distanceToTSS	LCL.GM12878	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
B	3	0	BMMC5_B	250	1000	50	0.06	0	0	ABC_distanceToTSS	B.BMMC5_B	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
T	33	0	BMMC5_T	250	1000	496	0.0665322580645161	0	0	ABC_distanceToTSS	T.BMMC5_T	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
myeloid	15	0	BMMC5_Myeloid	250	1000	251	0.0597609561752988	0	0	ABC_distanceToTSS	myeloid.BMMC5_Myeloid	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
blood	7	0	BMMC5_Erythroid	250	1000	137	0.0510948905109489	0	0	ABC_distanceToTSS	blood.BMMC5_Erythroid	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
B	2	0	PBMC5_B	250	1000	50	0.04	0	0	ABC_distanceToTSS	B.PBMC5_B	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
myeloid	14	0	PBMC5_Mono	250	1000	251	0.0557768924302789	0	0	ABC_distanceToTSS	myeloid.PBMC5_Mono	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
NK	1	0	PBMC5_NK	250	1000	44	0.0227272727272727	0	0	ABC_distanceToTSS	NK.PBMC5_NK	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
T	30	0	PBMC5_T	250	1000	496	0.0604838709677419	0	0	ABC_distanceToTSS	T.PBMC5_T	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
blood	533	451	K562	0	30000	2861	0.186298497029011	0.157637189793778	0.846153846153846	ABC_distanceToTSS	blood.K562	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
spleen	109	86	K562	0	30000	621	0.175523349436393	0.138486312399356	0.788990825688074	ABC_distanceToTSS	spleen.K562	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
LCL	474	410	GM12878	0	30000	2404	0.197171381031614	0.170549084858569	0.864978902953587	ABC_distanceToTSS	LCL.GM12878	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
B	110	92	BMMC5_B	0	30000	540	0.203703703703704	0.17037037037037	0.836363636363636	ABC_distanceToTSS	B.BMMC5_B	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
T	873	707	BMMC5_T	0	30000	5192	0.168143297380586	0.136171032357473	0.809851088201604	ABC_distanceToTSS	T.BMMC5_T	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
myeloid	1198	1026	BMMC5_Myeloid	0	30000	4346	0.275655775425679	0.236079153244363	0.856427378964942	ABC_distanceToTSS	myeloid.BMMC5_Myeloid	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
dendritic	11	9	BMMC5_Dendritic	0	30000	35	0.314285714285714	0.257142857142857	0.818181818181818	ABC_distanceToTSS	dendritic.BMMC5_Dendritic	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
blood	524	446	BMMC5_Erythroid	0	30000	2861	0.183152743795876	0.155889549108703	0.851145038167939	ABC_distanceToTSS	blood.BMMC5_Erythroid	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
B	94	82	PBMC5_B	0	30000	540	0.174074074074074	0.151851851851852	0.872340425531915	ABC_distanceToTSS	B.PBMC5_B	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
dendritic	10	9	PBMC5_DC	0	30000	35	0.285714285714286	0.257142857142857	0.9	ABC_distanceToTSS	dendritic.PBMC5_DC	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
myeloid	1124	966	PBMC5_Mono	0	30000	4346	0.258628624022089	0.22227335480902	0.859430604982206	ABC_distanceToTSS	myeloid.PBMC5_Mono	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
NK	149	138	PBMC5_NK	0	30000	701	0.212553495007133	0.196861626248217	0.926174496644295	ABC_distanceToTSS	NK.PBMC5_NK	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
T	810	656	PBMC5_T	0	30000	5192	0.156009244992296	0.126348228043143	0.809876543209877	ABC_distanceToTSS	T.PBMC5_T	In element (ABC) & distance to TSS	#96a0b3	35-5192 variants	All variants	3-13 biosample pairs
blood	301	288	K562	0	10	1001	0.300699300699301	0.287712287712288	0.956810631229236	STARE	blood.K562	STARE (gABC, power law)	#96ced3	162-1444 variants	0-10 Kb	3-11 biosample pairs
spleen	75	70	K562	0	10	268	0.279850746268657	0.261194029850746	0.933333333333333	STARE	spleen.K562	STARE (gABC, power law)	#96ced3	162-1444 variants	0-10 Kb	3-11 biosample pairs
LCL	268	257	GM12878	0	10	866	0.309468822170901	0.296766743648961	0.958955223880597	STARE	LCL.GM12878	STARE (gABC, power law)	#96ced3	162-1444 variants	0-10 Kb	3-11 biosample pairs
B	51	50	BMMC5_B	0	10	162	0.314814814814815	0.308641975308642	0.980392156862745	STARE	B.BMMC5_B	STARE (gABC, power law)	#96ced3	162-1444 variants	0-10 Kb	3-11 biosample pairs
T	364	347	BMMC5_T	0	10	1410	0.258156028368794	0.246099290780142	0.953296703296703	STARE	T.BMMC5_T	STARE (gABC, power law)	#96ced3	162-1444 variants	0-10 Kb	3-11 biosample pairs
myeloid	578	558	BMMC5_Myeloid	0	10	1444	0.400277008310249	0.386426592797784	0.965397923875433	STARE	myeloid.BMMC5_Myeloid	STARE (gABC, power law)	#96ced3	162-1444 variants	0-10 Kb	3-11 biosample pairs
blood	272	267	BMMC5_Erythroid	0	10	1001	0.271728271728272	0.266733266733267	0.981617647058824	STARE	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	162-1444 variants	0-10 Kb	3-11 biosample pairs
B	47	45	PBMC5_B	0	10	162	0.290123456790123	0.277777777777778	0.957446808510638	STARE	B.PBMC5_B	STARE (gABC, power law)	#96ced3	162-1444 variants	0-10 Kb	3-11 biosample pairs
myeloid	545	523	PBMC5_Mono	0	10	1444	0.377423822714681	0.36218836565097	0.959633027522936	STARE	myeloid.PBMC5_Mono	STARE (gABC, power law)	#96ced3	162-1444 variants	0-10 Kb	3-11 biosample pairs
NK	81	80	PBMC5_NK	0	10	226	0.358407079646018	0.353982300884956	0.987654320987654	STARE	NK.PBMC5_NK	STARE (gABC, power law)	#96ced3	162-1444 variants	0-10 Kb	3-11 biosample pairs
T	343	331	PBMC5_T	0	10	1410	0.243262411347518	0.234751773049645	0.965014577259475	STARE	T.PBMC5_T	STARE (gABC, power law)	#96ced3	162-1444 variants	0-10 Kb	3-11 biosample pairs
blood	237	186	K562	10	100	1474	0.16078697421981	0.126187245590231	0.784810126582278	STARE	blood.K562	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
spleen	44	36	K562	10	100	269	0.163568773234201	0.133828996282528	0.818181818181818	STARE	spleen.K562	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
LCL	211	170	GM12878	10	100	1165	0.181115879828326	0.145922746781116	0.805687203791469	STARE	LCL.GM12878	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
B	54	47	BMMC5_B	10	100	276	0.195652173913043	0.170289855072464	0.87037037037037	STARE	B.BMMC5_B	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
T	408	300	BMMC5_T	10	100	2634	0.154897494305239	0.113895216400911	0.735294117647059	STARE	T.BMMC5_T	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
myeloid	616	486	BMMC5_Myeloid	10	100	2223	0.277103013945119	0.218623481781377	0.788961038961039	STARE	myeloid.BMMC5_Myeloid	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
dendritic	9	8	BMMC5_Dendritic	10	100	21	0.428571428571429	0.380952380952381	0.888888888888889	STARE	dendritic.BMMC5_Dendritic	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
