Biosample	GTExTissue	nVariantsOverlappingEnhancers	nVariantsGTExTissue	nCommonVariantsOverlappingEnhancers	nCommonVariants	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	method	distance_min	distance_max	tissue.biosample	pred_name_long	hex	count	cat	pairs
K562	blood	18	241	496432	9746610	1.46638929926779	0.940275934223078	2.28687930717254	0.226731217252048	1	ABC_distanceToTSS	100	250	blood.K562	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
GM12878	LCL	6	129	308243	9746610	1.4706925953693	0.67327937398035	3.21253968807488	0.398644244193962	1	scE2G_ATAC	250	1000	LCL.GM12878	scE2G (scATAC)	#006479	35-496 variants	250-1000 Kb	3-11 biosample pairs
GM12878	LCL	6	129	308243	9746610	1.4706925953693	0.67327937398035	3.21253968807488	0.398644244193962	1	ABC_distanceToTSS	250	1000	LCL.GM12878	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Myeloid	myeloid	17	247	451468	9746610	1.48586236840904	0.939206668867583	2.35069346400199	0.234042592689711	1	scE2G_ATAC	250	1000	myeloid.BMMC5_Myeloid	scE2G (scATAC)	#006479	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_Mono	myeloid	5	247	131423	9746610	1.5012577522264	0.630452822725105	3.57485089665872	0.442671506540476	1	SCENT	250	1000	myeloid.PBMC5_Mono	SCENT (FDR)	#a5a083	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	1	33	196732	9746610	1.50129017232488	0.217898913953463	10.3436595466494	0.98473690829204	1	SCENT	250	1000	spleen.K562	SCENT (FDR)	#a5a083	35-496 variants	250-1000 Kb	3-11 biosample pairs
GM12878	LCL	5	129	250070	9746610	1.51067933536749	0.639661598553246	3.56774904022381	0.438464911669026	1	DNase_ENCODE_rE2G	250	1000	LCL.GM12878	ENCODE-rE2G (A=DNase, C=average Hi-C)	#DC6464	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	18	994	113828	9746610	1.55056724010649	0.981020212491198	2.45077393460231	0.233567067872704	1	SnapATAC	0	10	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	18	994	113828	9746610	1.55056724010649	0.981020212491198	2.45077393460231	0.233567067872704	1	FigR	0	10	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	162-1444 variants	0-10 Kb	3-11 biosample pairs
K562	spleen	21	263	496432	9746610	1.56767981486994	1.04010781899067	2.36285119396136	0.209326459428024	1	scABC	10	100	spleen.K562	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_T	T	36	637	348357	9746610	1.58121933133528	1.15130378448653	2.17167233138514	0.161891368806478	1	scABC	100	250	T.BMMC5_T	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_T	T	28	483	348357	9746610	1.62195928190109	1.13216022511203	2.32365689395666	0.183425482913835	1	scE2G_multiome	250	1000	T.BMMC5_T	scE2G (Multiome)	#792374	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	27	1426	113184	9746610	1.63046991263664	1.12214708545484	2.36905854007168	0.190628182693624	1	DIRECTNET	10	100	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	21-2634 variants	10-100 Kb	3-13 biosample pairs
K562	spleen	12	268	264810	9746610	1.64803207255892	0.947994945021032	2.86500442481009	0.2821419200361	1	Cicero	0	10	spleen.K562	Cicero (co-accessibility)	#888364	162-1444 variants	0-10 Kb	3-11 biosample pairs
PBMC5_NK	NK	1	363	16208	9746610	1.65659953660268	0.233957420711413	11.7300063247719	0.998683234920149	1	Cicero	10	100	NK.PBMC5_NK	Cicero (co-accessibility)	#888364	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_B	B	3	49	355422	9746610	1.67893721967069	0.560883201472573	5.02569907637604	0.559399859741387	1	scABC	250	1000	B.BMMC5_B	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_B	B	3	49	355422	9746610	1.67893721967069	0.560883201472573	5.02569907637604	0.559399859741387	1	ABC_distanceToTSS	250	1000	B.BMMC5_B	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_T	T	6	483	72090	9746610	1.67951034292021	0.758288601221296	3.71989633951093	0.405718431594716	1	SnapATAC	250	1000	T.BMMC5_T	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	4	46	496427	9746610	1.70726270800707	0.669303518522753	4.35489411528105	0.477768454748045	1	STARE	100	250	spleen.K562	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	17	2747	35032	9746610	1.72178499362339	1.07188404328583	2.76573159460325	0.241812428801833	1	Cicero	0	30000	blood.BMMC5_Erythroid	Cicero (co-accessibility)	#888364	35-5192 variants	All variants	3-13 biosample pairs
K562	blood	47	994	264810	9746610	1.7403262899021	1.31655187668296	2.30050607876939	0.142378388889485	0.0895686520315674	Cicero	0	10	blood.K562	Cicero (co-accessibility)	#888364	162-1444 variants	0-10 Kb	3-11 biosample pairs
K562	blood	12	134	496432	9746610	1.75820806529123	1.02472740712352	3.01670042136631	0.275448180157891	1	scE2G_ATAC	250	1000	blood.K562	scE2G (scATAC)	#006479	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	12	134	496427	9746610	1.75822577391773	1.02473772811091	3.01673080561547	0.27544818017818	1	STARE	250	1000	blood.K562	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	128	1426	496432	9746610	1.76231794856681	1.49383414285792	2.07905580863144	0.0843300667878824	3.20424686895718e-07	scABC	10	100	blood.K562	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Erythroid	blood	5	241	113923	9746610	1.77498683958587	0.745569948540382	4.22573131719027	0.442558810731353	1	ScenicPlus	100	250	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	5	241	113828	9746610	1.77646823036635	0.746192184945567	4.22925814176299	0.442558818057288	1	SnapATAC	100	250	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	spleen	3	33	496432	9746610	1.78484758143201	0.606776118984973	5.25017512929276	0.550483794337982	1	scE2G_ATAC	250	1000	spleen.K562	scE2G (scATAC)	#006479	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	3	33	496432	9746610	1.78484758143201	0.606776118984973	5.25017512929276	0.550483794337982	1	ABC_distanceToTSS	250	1000	spleen.K562	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_T	T	31	483	348357	9746610	1.79574063353335	1.27746318685654	2.52428755372415	0.173748764062775	0.506913850617616	ABC_distanceToTSS	250	1000	T.BMMC5_T	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_T	T	35	637	294689	9746610	1.81726505562821	1.31687551411893	2.50779382485288	0.164324834918245	0.22332061781546	scABC	100	250	T.PBMC5_T	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
PBMC5_NK	NK	2	41	260464	9746610	1.82537467843503	0.472413437948321	7.05312857132632	0.68964839599989	1	scABC	250	1000	NK.PBMC5_NK	ABC (A=scATAC, C=power law)	#0096a0	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_T	T	35	2576	72075	9746610	1.8373467402615	1.32215040786008	2.55329728288132	0.167892388145099	0.218293703560607	ArchR	10	100	T.BMMC5_T	ArchR (high-confidence)	#dcbca1	21-2634 variants	10-100 Kb	3-13 biosample pairs
GM12878	LCL	14	234	308243	9746610	1.89178833848786	1.13837930829011	3.14382305754858	0.259146088932009	1	scABC	100	250	LCL.GM12878	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
GM12878	LCL	14	234	308243	9746610	1.89178833848786	1.13837930829011	3.14382305754858	0.259146088932009	1	ABC_distanceToTSS	100	250	LCL.GM12878	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	18	241	383853	9746610	1.89646185548663	1.21604500180627	2.95759413835306	0.226731808041427	1	ABC_distanceToTSS	100	250	blood.BMMC5_Erythroid	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_T	T	9	637	72075	9746610	1.91060985988888	0.998706724061085	3.65515716351716	0.330983940278378	1	ArchR	100	250	T.BMMC5_T	ArchR (high-confidence)	#dcbca1	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Myeloid	myeloid	22	247	451450	9746610	1.9229573802453	1.29051036461413	2.8653509399326	0.203486663393845	0.86654927719821	STARE	250	1000	myeloid.BMMC5_Myeloid	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	3	134	113184	9746610	1.92790223500817	0.629750445785149	5.9020315946192	0.570859542123269	1	DIRECTNET	250	1000	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	4	46	431357	9746610	1.96480248227762	0.770267179861958	5.01183082350222	0.47776875861856	1	Signac	100	250	spleen.K562	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	spleen	4	46	430126	9746610	1.97042565282691	0.772471637573727	5.0261745085078	0.477768765253324	1	ScenicPlus	100	250	spleen.K562	SCENIC+ (importance)	#c5c1a5	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	spleen	4	46	428447	9746610	1.97814736559674	0.775498788998178	5.04587119352228	0.477768774364153	1	FigR	100	250	spleen.K562	FigR (p-value)	#bc9678	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	spleen	4	46	425895	9746610	1.99000059720782	0.780145624020548	5.07610663311648	0.477768788349751	1	DIRECTNET	100	250	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_T	T	3	637	22873	9746610	2.00683783866701	0.648921734231889	6.20629252843994	0.576032744241925	1	Cicero	100	250	T.BMMC5_T	Cicero (co-accessibility)	#888364	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	blood	13	241	261170	9746610	2.0130594895584	1.18639195948248	3.41574171681747	0.269769734801105	0.671804371174177	DNase_ENCODE_rE2G	100	250	blood.K562	ENCODE-rE2G (A=DNase, C=average Hi-C)	#DC6464	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_B	B	1	270	17840	9746610	2.02346163428002	0.286037890707459	14.3141769619279	0.998202381499693	1	Cicero	10	100	B.BMMC5_B	Cicero (co-accessibility)	#888364	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Erythroid	blood	65	2747	113184	9746610	2.03762024838261	1.60248452453854	2.59091193271551	0.122567216135383	4.70818076030377e-05	DIRECTNET	0	30000	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	35-5192 variants	All variants	3-13 biosample pairs
PBMC5_T	T	30	483	294689	9746610	2.05429962810146	1.45263746218176	2.90516186721455	0.176816582046694	0.0632691673244407	ABC_distanceToTSS	250	1000	T.PBMC5_T	In element (ABC) & distance to TSS	#96a0b3	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_T	T	8	483	78573	9746610	2.05458025226847	1.03340338102502	4.08485214053057	0.350625811029039	1	SCENT	250	1000	T.PBMC5_T	SCENT (FDR)	#a5a083	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	66	2747	113923	9746610	2.05554719115055	1.61961106040843	2.60882032627105	0.12161246492208	2.7679942643384e-05	ScenicPlus	0	30000	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	35-5192 variants	All variants	3-13 biosample pairs
BMMC5_Erythroid	blood	66	2747	113828	9746610	2.05726273550835	1.62096275244752	2.61099766575193	0.121612472248016	2.68576940939762e-05	SnapATAC	0	30000	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
BMMC5_Erythroid	blood	66	2747	113828	9746610	2.05726273550835	1.62096275244752	2.61099766575193	0.121612472248016	2.68576940939762e-05	Signac	0	30000	blood.BMMC5_Erythroid	Signac (p-value)	#916953	35-5192 variants	All variants	3-13 biosample pairs
BMMC5_Erythroid	blood	66	2747	113828	9746610	2.05726273550835	1.62096275244752	2.61099766575193	0.121612472248016	2.68576940939762e-05	FigR	0	30000	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	35-5192 variants	All variants	3-13 biosample pairs
BMMC5_Erythroid	blood	66	2747	113804	9746610	2.05769658937686	1.62130458960666	2.61154830565205	0.121612474100714	2.66536661248458e-05	ArchR	0	30000	blood.BMMC5_Erythroid	ArchR (high-confidence)	#dcbca1	35-5192 variants	All variants	3-13 biosample pairs
BMMC5_Erythroid	blood	24	994	113828	9746610	2.06742298680865	1.39245629993047	3.06956692759279	0.201653495187055	0.265466961107378	Signac	0	10	blood.BMMC5_Erythroid	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
K562	spleen	3	33	428447	9746610	2.06806315494205	0.703057539418009	6.08326484396889	0.550484113974379	1	FigR	250	1000	spleen.K562	FigR (p-value)	#bc9678	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	1	134	35032	9746610	2.07627013936938	0.294605043381638	14.6328034379659	0.996290111887883	1	Cicero	250	1000	blood.BMMC5_Erythroid	Cicero (co-accessibility)	#888364	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	11	134	383809	9746610	2.0846172204046	1.18341432956786	3.67211115078712	0.288873415801345	1	STARE	250	1000	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_T	T	36	483	348357	9746610	2.08537621958711	1.52301601332175	2.85538296326549	0.160337993103519	0.0109542932928471	scE2G_ATAC	250	1000	T.BMMC5_T	scE2G (scATAC)	#006479	35-496 variants	250-1000 Kb	3-11 biosample pairs
GM12878	LCL	7	129	252493	9746610	2.09465535263745	1.01914513462664	4.30515821276045	0.36757045714033	1	ArchR	250	1000	LCL.GM12878	ArchR (high-confidence)	#dcbca1	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	20	241	383853	9746610	2.10717983942958	1.38494887556717	3.2060438865515	0.214130086977396	0.431401509740848	scE2G_ATAC	100	250	blood.BMMC5_Erythroid	scE2G (scATAC)	#006479	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	blood	26	241	496432	9746610	2.11811787672014	1.47324787338497	3.04526035348914	0.185237331897891	0.0795311513102411	scE2G_ATAC	100	250	blood.K562	scE2G (scATAC)	#006479	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	6	241	113828	9746610	2.13176187643962	0.967347994553305	4.69780133253893	0.403143013885642	1	FigR	100	250	blood.BMMC5_Erythroid	FigR (p-value)	#bc9678	47-650 variants	100-250 Kb	3-11 biosample pairs
PBMC5_B	B	3	49	279001	9746610	2.13881392715365	0.714513310426904	6.40229502828053	0.559400630401089	1	scE2G_ATAC	250	1000	B.PBMC5_B	scE2G (scATAC)	#006479	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	6	241	113184	9746610	2.14389128208377	0.972851964378752	4.72453158105086	0.403143063872027	1	DIRECTNET	100	250	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_T	T	13	2576	22873	9746610	2.15044308255713	1.25027759336657	3.69870297272613	0.276692994739911	1	Cicero	10	100	T.BMMC5_T	Cicero (co-accessibility)	#888364	21-2634 variants	10-100 Kb	3-13 biosample pairs
K562	spleen	29	263	496432	9746610	2.16489117291563	1.5358164409578	3.05163668364244	0.175160346489971	0.0247735325276921	scE2G_ATAC	10	100	spleen.K562	scE2G (scATAC)	#006479	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Erythroid	blood	122	1426	383853	9746610	2.17234577976538	1.83329742274268	2.57409743139471	0.0865788217247085	1.19556825784555e-12	scE2G_multiome	10	100	blood.BMMC5_Erythroid	scE2G (Multiome)	#792374	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_T	T	38	483	348291	9746610	2.20164757994631	1.62257739708858	2.98737802891927	0.155712100649439	0.00193215254054911	STARE	250	1000	T.BMMC5_T	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	160	1426	496432	9746610	2.20289743570851	1.90364856132645	2.54918749754407	0.0744917616062396	1.06566595705261e-17	scE2G_ATAC	10	100	blood.K562	scE2G (scATAC)	#006479	21-2634 variants	10-100 Kb	3-13 biosample pairs
GM12878	LCL	9	129	307994	9746610	2.20782238131791	1.17572088334629	4.14594972028968	0.321498358996995	1	STARE	250	1000	LCL.GM12878	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_T	T	41	2576	70263	9746610	2.20782627657241	1.62959497276961	2.9912321460093	0.154940064025685	0.00126184166519746	SnapATAC	10	100	T.PBMC5_T	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
K562	blood	6	134	196732	9746610	2.21832428448005	1.01481808854779	4.84910811764877	0.399008714900431	1	SCENT	250	1000	blood.K562	SCENT (FDR)	#a5a083	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_T	T	33	483	294689	9746610	2.2597295909116	1.6256608003879	3.14110903259959	0.168028993985677	0.00459572167642293	scE2G_ATAC	250	1000	T.PBMC5_T	scE2G (scATAC)	#006479	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	127	1426	383853	9746610	2.26137634450986	1.91549340049962	2.66971578715695	0.0846946124442732	1.57786305017375e-14	scABC	10	100	blood.BMMC5_Erythroid	ABC (A=scATAC, C=power law)	#0096a0	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Erythroid	blood	12	134	383853	9746610	2.27386719986207	1.32526484651135	3.90146321033071	0.27544877094727	1	scE2G_ATAC	250	1000	blood.BMMC5_Erythroid	scE2G (scATAC)	#006479	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	28	241	496427	9746610	2.28107299576048	1.61030707038888	3.23124334958744	0.1776670691021	0.0122684609660405	STARE	100	250	blood.K562	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	blood	88	1426	261170	9746610	2.30299739208946	1.88103227736534	2.81962040300532	0.103262498791664	7.67629128628708e-11	DNase_ENCODE_rE2G	10	100	blood.K562	ENCODE-rE2G (A=DNase, C=average Hi-C)	#DC6464	21-2634 variants	10-100 Kb	3-13 biosample pairs
GM12878	LCL	14	234	252493	9746610	2.30949179906181	1.3897294597654	3.83797891917332	0.259146805244141	0.878083284879738	ArchR	100	250	LCL.GM12878	ArchR (high-confidence)	#dcbca1	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Myeloid	myeloid	14	1430	41164	9746610	2.31807785063057	1.37635538620793	3.90414058420537	0.265973942735817	0.976308727958181	Cicero	0	10	myeloid.BMMC5_Myeloid	Cicero (co-accessibility)	#888364	162-1444 variants	0-10 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	27	994	113184	9746610	2.33908460303808	1.61237047220608	3.39333724753952	0.189827068934579	0.0170484694565469	DIRECTNET	0	10	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	162-1444 variants	0-10 Kb	3-11 biosample pairs
PBMC5_Mono	myeloid	21	247	351664	9746610	2.35639459767725	1.565199843864	3.54753134031425	0.208738134819503	0.0722526042935832	STARE	250	1000	myeloid.PBMC5_Mono	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
BMMC5_Myeloid	myeloid	46	416	451468	9746610	2.38721270218658	1.8177266538548	3.13511631322327	0.139053485208761	1.69776641241181e-05	ABC_distanceToTSS	100	250	myeloid.BMMC5_Myeloid	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Erythroid	blood	28	994	113923	9746610	2.40998213149405	1.67273179704481	3.47217281597777	0.186310176855108	0.00736222240250694	ScenicPlus	0	10	blood.BMMC5_Erythroid	SCENIC+ (importance)	#c5c1a5	162-1444 variants	0-10 Kb	3-11 biosample pairs
BMMC5_T	T	55	637	348357	9746610	2.41575175620668	1.87646644159311	3.11002446846909	0.128890158670666	8.38323207887239e-07	ABC_distanceToTSS	100	250	T.BMMC5_T	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
GM12878	LCL	18	234	308243	9746610	2.43229929234153	1.56046900751159	3.79121906237615	0.226458548422848	0.129835207911636	scE2G_multiome	100	250	LCL.GM12878	scE2G (Multiome)	#792374	47-650 variants	100-250 Kb	3-11 biosample pairs
GM12878	LCL	72	1133	252493	9746610	2.45305244172193	1.96168023064373	3.06750620607687	0.114048920735588	2.56400978746883e-09	ArchR	10	100	LCL.GM12878	ArchR (high-confidence)	#dcbca1	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Erythroid	blood	7	241	113828	9746610	2.48705552251289	1.19856313737219	5.16071701122335	0.372443596715911	1	Signac	100	250	blood.BMMC5_Erythroid	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
PBMC5_T	T	48	637	294689	9746610	2.49224921914726	1.89866314263806	3.27141030488955	0.138796210730704	3.34322902117738e-06	ABC_distanceToTSS	100	250	T.PBMC5_T	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	spleen	29	263	428447	9746610	2.50841120314263	1.77951520205471	3.53586569914452	0.175160666126368	0.00150781841209444	FigR	10	100	spleen.K562	FigR (p-value)	#bc9678	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_T	T	9	483	72090	9746610	2.51926551438032	1.31881624281467	4.81242081034773	0.330226908809934	1	Signac	250	1000	T.BMMC5_T	Signac (p-value)	#916953	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	15	134	430126	9746610	2.53655541128837	1.57445127997781	4.08657507308005	0.243320902428926	0.199927141882333	ScenicPlus	250	1000	blood.K562	SCENIC+ (importance)	#c5c1a5	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_NK	NK	4	59	260464	9746610	2.53696141748598	0.984895698560937	6.53487800100718	0.482757139028702	1	ABC_distanceToTSS	100	250	NK.PBMC5_NK	In element (ABC) & distance to TSS	#96a0b3	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Myeloid	myeloid	49	416	451468	9746610	2.54290048711179	1.95484893504403	3.30784787071423	0.134182279006534	7.94496256525697e-07	scABC	100	250	myeloid.BMMC5_Myeloid	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_T	T	27	1398	72075	9746610	2.61171347800262	1.79758568071689	3.7945603174032	0.190596377167641	0.00250277599929172	ArchR	0	10	T.BMMC5_T	ArchR (high-confidence)	#dcbca1	162-1444 variants	0-10 Kb	3-11 biosample pairs
K562	spleen	35	263	496432	9746610	2.6127996914499	1.91928974776853	3.55690027291492	0.157384081039961	5.6737896325738e-05	ABC_distanceToTSS	10	100	spleen.K562	In element (ABC) & distance to TSS	#96a0b3	21-2634 variants	10-100 Kb	3-13 biosample pairs
PBMC5_NK	NK	3	224	49953	9746610	2.61315547328775	0.849197783964455	8.04121449268824	0.573490968337414	1	SnapATAC	0	10	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
K562	blood	165	1426	428447	9746610	2.6322122203505	2.2803663900058	3.0383455936416	0.0732097705620014	2.81982948658665e-26	FigR	10	100	blood.K562	FigR (p-value)	#bc9678	21-2634 variants	10-100 Kb	3-13 biosample pairs
BMMC5_Erythroid	blood	4	241	60788	9746610	2.66120715570364	1.00695654811748	7.03309744477873	0.49584960870564	1	SCENT	100	250	blood.BMMC5_Erythroid	SCENT (FDR)	#a5a083	47-650 variants	100-250 Kb	3-11 biosample pairs
BMMC5_Myeloid	myeloid	24	2127	41164	9746610	2.67165128059779	1.79469821842467	3.97711464347755	0.202993451497951	0.00533305729777483	Cicero	10	100	myeloid.BMMC5_Myeloid	Cicero (co-accessibility)	#888364	21-2634 variants	10-100 Kb	3-13 biosample pairs
PBMC5_T	T	39	483	294483	9746610	2.67245767680059	1.97799576349411	3.61074081456781	0.153530594553058	1.08149691140988e-05	STARE	250	1000	T.PBMC5_T	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_T	T	27	1398	70263	9746610	2.67906649199491	1.84394200473139	3.89242028768441	0.19059673497301	0.00156543145846558	SnapATAC	0	10	T.PBMC5_T	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
PBMC5_NK	NK	1	224	16208	9746610	2.6845787133338	0.379773185762152	18.9770187529739	0.997826955662816	1	Cicero	0	10	NK.PBMC5_NK	Cicero (co-accessibility)	#888364	162-1444 variants	0-10 Kb	3-11 biosample pairs
K562	blood	16	134	431357	9746610	2.69793773685882	1.70348328458891	4.27293187894324	0.234602542674831	0.0645374576924946	Signac	250	1000	blood.K562	Signac (p-value)	#916953	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	blood	16	134	425895	9746610	2.7325381334794	1.72532994369869	4.32773144533278	0.234602572406022	0.0553606459247099	DIRECTNET	250	1000	blood.K562	DIRECTNET (high-confidence)	#e0dcca	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_NK	NK	3	41	260464	9746610	2.73806201765255	0.921127465902187	8.13892093117505	0.555830228901977	1	scE2G_multiome	250	1000	NK.PBMC5_NK	scE2G (Multiome)	#792374	35-496 variants	250-1000 Kb	3-11 biosample pairs
K562	spleen	4	33	431357	9746610	2.73881558135668	1.09291667004505	6.86338766190924	0.468720648946151	1	Signac	250	1000	spleen.K562	Signac (p-value)	#916953	35-496 variants	250-1000 Kb	3-11 biosample pairs
PBMC5_B	B	4	51	279001	9746610	2.73991849491579	1.0694608575803	7.01956813619792	0.479995311612598	1	scE2G_multiome	100	250	B.PBMC5_B	scE2G (Multiome)	#792374	47-650 variants	100-250 Kb	3-11 biosample pairs
PBMC5_B	B	4	51	279001	9746610	2.73991849491579	1.0694608575803	7.01956813619792	0.479995311612598	1	scABC	100	250	B.PBMC5_B	ABC (A=scATAC, C=power law)	#0096a0	47-650 variants	100-250 Kb	3-11 biosample pairs
K562	spleen	4	33	430126	9746610	2.74665394030417	1.09604453092838	6.88303043800454	0.468720655580916	1	ScenicPlus	250	1000	spleen.K562	SCENIC+ (importance)	#c5c1a5	35-496 variants	250-1000 Kb	3-11 biosample pairs
